Element, Nterminals, Nconductors, P_1, Q_1, ...
"Line.line57", 2, 3, -1.0846E-012, 1.53634E-011,    1.07341,    0.35278, -1.16927E-010, -1.06882E-011, 1.0846E-012, -1.53634E-011,   -1.07341,   -0.35278, 1.16927E-010, 1.06882E-011
"Line.line58", 2, 3,    20.1159,    6.56644,    18.0219,    5.92607,    16.0774,      5.271,    -20.106,   -6.56561,   -18.0149,   -5.92386,   -16.0727,   -5.27062
"Line.line59", 2, 3, 4.72301E-010, 6.20688E-011, 6.3831E-010, -2.37274E-010, -2.33444E-010, -2.87329E-011, -4.72301E-010, -6.20688E-011, -6.3831E-010, 2.37274E-010, 2.33444E-010, 2.87329E-011
"Line.line60", 2, 3, -1.2525E-009, 1.66772E-009, -1.5364E-009, -1.41661E-009, 1.40741E-009, 2.68361E-009, 1.2525E-009, -1.66772E-009, 1.5364E-009, 1.41661E-009, -1.40741E-009, -2.68361E-009
"Line.line61", 2, 3,          0,          0, 2.53609E-011, 1.45223E-011, -4.70296E-015, -1.82967E-012,          0,          0, -2.53609E-011, -1.45223E-011, 4.70296E-015, 1.82967E-012
"Line.line62", 2, 3,    1.07709,   0.353997, 1.78692E-012, -6.99429E-012, -7.31534E-012, 1.80114E-014,   -1.07707,  -0.353995, -1.78692E-012, 6.99429E-012, 7.31535E-012, -1.80099E-014
"Line.line63", 2, 3, 1.05514E-010, 2.08729E-011,    1.07341,    0.35278, -1.6961E-014, -7.30638E-012, -1.05514E-010, -2.08729E-011,   -1.07341,   -0.35278, 1.69613E-014, 7.30638E-012
"Line.line64", 2, 3,    17.9747,    5.86533,    18.0149,    5.92386,    16.0727,    5.27062,   -17.9732,   -5.86521,   -18.0134,   -5.92352,   -16.0717,   -5.27044
"Line.line65", 2, 3,     2.1313,   0.700279, 3.69115E-012, 5.541E-015, 1.00236E-011, -8.15566E-013,   -2.13052,   -0.70022, -3.69116E-012, -5.52308E-015, -1.00237E-011, 8.15536E-013
"Line.line66", 2, 3, 3.59205E-010, 1.2758E-010, 1.06385E-009, -3.95456E-010, 5.50905E-014, 2.91736E-011, -3.59205E-010, -1.2758E-010, -1.06385E-009, 3.95456E-010, -5.50905E-014, -2.91736E-011
"Line.line67", 2, 3, -1.08328E-009, 1.03158E-009, -2.01303E-009, -1.28713E-009, 1.40815E-009, 3.03404E-009, 1.08328E-009, -1.03158E-009, 2.01303E-009, 1.28713E-009, -1.40815E-009, -3.03404E-009
"Line.line68", 2, 3, 2.52575E-011, -1.46837E-011, -7.26115E-012, 1.26804E-011, -2.35148E-015, -9.14833E-013, -2.52575E-011, 1.46837E-011, 7.26115E-012, -1.26804E-011, 2.35148E-015, 9.14833E-013
"Line.line69", 2, 3,    1.07707,   0.353995, -4.05926E-012, -1.17425E-012, -1.82827E-012, 2.33107E-013,   -1.07699,  -0.353989, 4.05926E-012, 1.17424E-012, 1.82828E-012, -2.33106E-013
"Line.line70", 2, 3, -2.72353E-011, -3.78729E-011,    1.07341,    0.35278,          0,          0, 2.72353E-011, 3.78729E-011,    -1.0734,  -0.352779,          0,          0
"Line.line71", 2, 3,    17.9732,    5.86521,    18.0134,    5.92352,    16.0717,    5.27044,   -17.9556,   -5.86376,   -17.9956,   -5.91958,   -16.0595,   -5.26829
"Line.line72", 2, 3,    1.06526,    0.35011, 2.47722E-012, 4.05422E-013, -1.82274E-012, 3.28819E-015,   -1.06517,  -0.350103, -2.47722E-012, -4.05419E-013, 1.82275E-012, -3.28673E-015
"Line.line73", 2, 3,    1.06526,    0.35011, 2.47722E-012, 4.05422E-013, -1.82274E-012, 3.28819E-015,   -1.06517,  -0.350103, -2.47722E-012, -4.05419E-013, 1.82275E-012, -3.28673E-015
"Line.line74", 2, 3, 7.93807E-011, 2.11486E-011, 4.99363E-010, -8.24043E-011, 1.16832E-010, 7.27136E-011, -7.93807E-011, -2.11486E-011, -4.99363E-010, 8.24043E-011, -1.16832E-010, -7.27136E-011
"Line.line75", 2, 3, -1.00886E-009, 1.39195E-009, -9.30283E-010, -1.06946E-009, 1.64164E-009, 2.97514E-009, 1.00886E-009, -1.39195E-009, 9.30283E-010, 1.06946E-009, -1.64164E-009, -2.97514E-009
"Line.line76", 2, 3, 1.44642E-011, -4.18466E-012, 1.44957E-011, 4.09104E-012, 1.46338E-011, -1.40987E-012, -1.44642E-011, 4.18466E-012, -1.44957E-011, -4.09104E-012, -1.46338E-011, 1.40987E-012
"Line.line77", 2, 3, -1.17285E-011, 8.38331E-012,     1.0734,   0.352779, -1.46117E-011, 4.90572E-013, 1.17285E-011, -8.3833E-012,   -1.07338,  -0.352777, 1.46117E-011, -4.90577E-013
"Line.line78", 2, 3,    17.9556,    5.86376,    17.9956,    5.91958,    16.0595,    5.26829,   -17.9494,   -5.86325,   -17.9895,    -5.9182,   -16.0553,   -5.26754
"Line.line79", 2, 3, -9.65456E-011, 1.23055E-010, 4.77576E-010, 7.25843E-011, 3.50248E-010, 8.68597E-011, 9.65456E-011, -1.23055E-010, -4.77576E-010, -7.25843E-011, -3.50248E-010, -8.68597E-011
"Line.line80", 2, 3, -1.24259E-009, 1.09031E-009, -6.45131E-010, -1.04029E-009, 1.29113E-009, 2.93208E-009, 1.24259E-009, -1.09031E-009, 6.45131E-010, 1.04029E-009, -1.29113E-009, -2.93208E-009
"Line.line81", 2, 3, 1.03893E-011, -3.92779E-012, 9.06316E-012, -1.12459E-012, 7.31572E-012, -1.16235E-012, -1.03893E-011, 3.92779E-012, -9.06316E-012, 1.12459E-012, -7.31572E-012, 1.16235E-012
"Line.line82", 2, 3, 9.59392E-013, 1.28514E-012,    1.07338,   0.352777, -1.82686E-012, -1.09921E-013, -9.59392E-013, -1.28515E-012,   -1.07328,   -0.35277, 1.82686E-012, 1.09919E-013
"Line.line83", 2, 3,    17.9494,    5.86325,    17.9895,     5.9182,    16.0553,    5.26754,   -17.9481,   -5.86314,   -17.9881,    -5.9179,   -16.0543,   -5.26738
"Line.line84", 2, 3, 3.80354E-010, 4.81992E-011, -2.78536E-011, -8.29411E-011, 2.33499E-010, 5.79064E-011, -3.80354E-010, -4.81992E-011, 2.78536E-011, 8.29411E-011, -2.33499E-010, -5.79064E-011
"Line.line85", 2, 3, -1.2792E-009, 1.07791E-009, -7.48964E-010, -9.90762E-010, 1.23275E-009, 2.9468E-009, 1.2792E-009, -1.07791E-009, 7.48964E-010, 9.90762E-010, -1.23275E-009, -2.9468E-009
"Line.line86", 2, 3, -1.83546E-012, -3.15718E-012,          0,          0, -4.11509E-015, -1.60096E-012, 1.83546E-012, 3.15718E-012,          0,          0, 4.11509E-015, 1.60096E-012
"Line.line87", 2, 3,    17.9481,    5.86314,    17.9881,     5.9179,    16.0543,    5.26738,   -17.9453,   -5.86292,   -17.9854,   -5.91729,   -16.0525,   -5.26705
"Line.line88", 2, 3, 3.16453E-010, -2.50438E-010, 5.57071E-011, 1.65882E-010, 5.50905E-014, 2.91736E-011, -3.16453E-010, 2.50438E-010, -5.57071E-011, -1.65882E-010, -5.50905E-014, -2.91736E-011
"Line.line89", 2, 3, -1.40791E-009, 1.05165E-009, -6.19876E-010, -1.02583E-009, 9.40546E-010, 2.85982E-009, 1.40791E-009, -1.05165E-009, 6.19876E-010, 1.02583E-009, -9.40546E-010, -2.85982E-009
"Line.line90", 2, 3,          0,          0,          0,          0, -3.52722E-015, -1.37225E-012,          0,          0,          0,          0, 3.52722E-015, 1.37225E-012
"Line.line91", 2, 3,    17.9453,    5.86292,    17.9854,    5.91729,    16.0525,    5.26705,   -17.9428,   -5.86271,   -17.9828,   -5.91672,   -16.0507,   -5.26673
"Line.line92", 2, 3, -1.35689E-009, -2.03692E-011, 3.17757E-010, -8.63197E-011, 7.44437E-012, 3.50425E-009, 1.35689E-009, 2.03692E-011, -3.17757E-010, 8.63197E-011, -7.44437E-012, -3.50425E-009
