NaN,0.3,0.6,1
-0.7,0.00015539,0.00020447,0.00027171
-0.6,0.00012039,0.00016245,0.00022008
-0.5,8.9502e-05,0.00012454,0.00017254
-0.4,6.2821e-05,9.0808e-05,0.00012916
-0.3,4.0419e-05,6.1342e-05,9.0013e-05
-0.2,2.2374e-05,3.622e-05,5.5194e-05
-0.1,8.7745e-06,1.5537e-05,2.4809e-05
1.1102e-16,8.3432e-07,1.676e-06,2.8101e-06
0.1,4.8184e-06,1.2393e-05,2.2759e-05
0.2,4.8288e-06,1.9546e-05,3.9694e-05
0.3,2.6983e-08,2.1873e-05,5.1845e-05
0.4,9.652e-06,1.9429e-05,5.9254e-05
0.5,2.4156e-05,1.2137e-05,6.1843e-05
0.6,4.36e-05,1.2398e-07,5.9539e-05
0.7,6.8054e-05,1.7276e-05,5.2271e-05
0.8,9.759e-05,3.9541e-05,3.9968e-05
0.9,0.00013228,6.6938e-05,2.2558e-05
1,0.00017274,0.00010009,6.1445e-07
1.1,0.00021626,0.00013628,2.6763e-05
1.2,0.00026797,0.00018064,6.1013e-05
1.3,0.00032397,0.00022927,9.9553e-05
1.4,0.00038549,0.00028339,0.00014355
1.5,0.00045258,0.00034307,0.00019308
1.6,0.00052532,0.00040838,0.00024821
1.7,0.00060378,0.00047939,0.00030901
