0.27,0.14,0.14,0.11,0.08,0.03,0.06,0.05,0.03,0.08,0.03,0.22,0.18,0.76,0.12,0.06,0.09,1.27,1.13,0.42,0.76,0.82,2.06,0.43,0.16,0.75,0.97,0.74,0.52,0.38,0.94,1.37,0.81,0.17,0.27,0.69,0.82,0.21,0.35,0.94,0.43,0.28,0.42,0.27,0.33,0.98,1.96,0.23
0.33,0.29,1.16,0.52,0.6,0.32,0.27,0.26,0.21,0.21,0.22,0.25,0.21,0.21,0.44,1.42,0.88,0.22,0.18,0.22,0.18,0.18,0.18,0.35,0.23,0.61,0.75,0.33,0.24,0.39,0.52,0.68,0.72,0.45,0.33,0.44,0.55,0.41,0.37,0.8,0.77,0.62,0.47,0.47,0.43,0.41,0.28,0.31
0.02,0.02,0.02,0.06,0.09,0.08,0.02,0.02,0.03,0.03,0.03,0.49,0.34,0.36,0.37,1.23,0.16,0.05,0.03,0.12,0.03,0.03,0.03,0.03,0.02,0.03,0.19,0.14,0.31,0.28,0.27,0.25,0.34,0.31,0.44,0.31,0.41,0.37,0.38,0.31,0.31,0.31,0.43,0.04,0.03,0.07,0.1,0.07
0.05,0.02,0.06,0.03,0.06,0.02,0.05,0.02,0.07,0.03,0.04,0.03,0.04,0.06,0.03,0.12,0.1,0.29,0.49,0.22,0.08,0.12,0.19,0.12,0.09,0.33,0.14,0.23,0.13,0.27,0.14,0.16,0.22,0.16,0.16,0.13,0.18,0.15,0.23,0.11,0.14,0.09,0.16,0.16,0.18,0.1,0.17,0.04
0.08,0.03,0.03,0.08,0.09,0.04,0.03,0.05,0.1,0.05,0.03,0.03,0.09,0.14,0.29,0.99,0.83,1.19,0.96,0.27,0.21,0.15,0.43,0.19,0.06,0.1,0.07,0.03,0.03,0.08,0.08,0.19,0.16,0.26,0.25,0.24,0.19,0.21,0.34,0.24,0.2,0.17,0.22,0.31,0.25,0.09,0.05,0.07
0.3,0.27,0.29,0.31,0.32,0.31,0.3,0.27,0.21,0.24,0.21,0.23,0.22,0.23,0.31,0.33,0.32,0.46,0.33,0.33,0.45,0.3,0.2,0.2,0.24,0.24,0.67,0.29,0.4,0.32,0.47,0.31,0.49,0.38,0.37,0.37,0.39,0.62,0.5,0.39,0.39,0.32,0.32,0.36,0.38,0.28,0.22,0.28
0.04,0.05,0.08,0.04,0.06,0.05,0.08,0.02,0.45,0.07,0.07,0.05,0.08,0.05,0.04,0.08,0.22,0.12,0.21,0.25,0.09,0.06,0.07,0.05,0.05,0.06,0.22,0.03,0.09,0.29,0.29,0.21,0.44,0.31,0.39,0.34,0.46,0.52,0.38,0.4,0.43,0.44,0.27,0.32,0.45,0.23,0.13,0.06
0.08,0.08,0.09,0.08,0.1,0.07,0.07,0.02,0.06,0.02,0.05,0.03,0.04,0.03,0.04,0.03,0.05,0.07,0.07,0.07,0.06,0.03,0.04,0.02,0.04,0.03,0.03,0.29,0.06,0.07,0.05,0.04,0.04,0.08,0.05,0.08,0.05,0.09,0.13,0.11,0.11,0.25,0.11,0.13,0.09,0.08,0.08,0.07
0.04,0.02,0.05,0.04,0.03,0.05,0.02,0.04,0.06,0.01,0.05,0.03,0.21,0.35,0.31,0.44,0.24,0.29,0.09,0.06,0.2,0.19,0.02,0.07,0.05,0.02,0.07,0.53,0.16,0.16,0.57,0.85,0.85,0.65,0.21,0.25,0.24,0.44,0.3,0.3,0.34,0.34,0.44,0.22,0.06,0.06,0.06,0.05
0.06,0.06,0.11,0.06,0.06,0.1,0.07,0.06,0.09,0.08,0.06,0.07,0.1,0.06,0.13,0.13,0.2,0.12,0.14,0.06,0.24,0.1,0.05,0.05,0.09,0.06,0.05,0.09,0.08,0.05,0.07,0.08,0.06,0.07,0.22,0.22,0.34,0.14,0.14,0.14,0.2,0.13,0.15,0.16,0.16,0.21,0.15,0.08
0.06,0.07,0.09,0.08,0.07,0.08,0.07,0.08,0.08,0.09,0.08,0.18,0.38,0.27,0.22,0.24,0.69,0.2,0.18,0.27,0.37,0.13,0.13,0.14,0.23,0.18,0.14,0.14,0.15,0.14,0.13,0.46,0.21,0.3,0.22,0.3,0.27,0.26,0.19,0.24,0.29,0.31,0.27,0.28,0.26,0.26,0.21,0.08
0.14,0.11,0.11,0.13,0.11,0.08,0.11,0.06,0.05,0.08,0.07,0.07,0.09,0.08,0.17,0.18,0.54,0.18,0.19,0.24,0.14,0.03,0.03,0.06,0.08,0.03,0.53,0.26,0.14,0.15,0.16,0.41,0.89,0.33,0.18,0.58,0.17,0.19,0.15,0.15,0.21,0.22,0.22,0.18,0.28,0.13,0.14,0.08
0.12,0.08,0.03,0.04,0.07,0.07,0.05,0.04,0.04,0.07,0.07,0.07,0.04,0.04,0.05,0.05,0.05,0.22,0.15,0.28,0.32,0.24,0.07,0.17,0.15,0.18,0.12,0.15,0.34,0.13,0.21,0.13,0.13,0.24,0.72,0.62,0.33,0.2,0.22,0.15,0.14,0.11,0.09,0.12,0.18,0.1,0.1,0.13
0.12,0.12,0.14,0.12,0.12,0.12,0.13,0.12,0.11,0.12,0.12,0.14,0.11,0.16,0.17,0.17,0.18,0.28,0.29,0.31,0.43,0.34,0.33,0.33,0.33,0.34,0.33,0.41,0.33,0.33,0.32,0.3,0.29,0.48,0.35,0.35,0.35,0.34,0.32,0.34,0.34,0.32,0.32,0.33,0.34,0.31,0.49,0.23
0.16,0.15,0.17,0.75,0.24,0.21,0.81,0.21,0.43,0.77,0.66,0.43,0.41,0.46,0.44,1.61,1.02,0.57,0.61,0.47,0.46,0.5,0.38,0.39,0.34,0.74,0.25,0.32,0.23,0.53,0.55,0.48,0.49,0.6,0.82,1.38,1.11,1.03,0.89,1.11,0.85,0.85,0.82,0.8,0.67,0.64,0.7,0.16
0.12,0.13,0.09,0.06,0.11,0.13,0.11,0.07,0.1,0.14,0.11,0.07,0.1,0.11,0.13,0.06,0.1,0.2,0.12,0.61,2.11,1.6,0.34,0.43,0.53,0.44,0.24,1.12,0.59,0.76,0.25,1.58,0.91,1.13,0.97,0.57,0.99,1.01,1.02,1.04,0.45,0.44,0.32,0.33,0.41,0.34,0.29,0.11
0.04,0.04,0.06,0.1,0.09,0.09,0.03,0.04,0.06,0.1,0.09,0.07,0.07,0.12,0.35,0.27,0.14,0.1,0.32,0.21,0.09,0.03,0.04,0.05,0.09,0.33,0.17,0.15,0.25,0.29,0.41,0.32,0.27,0.32,0.56,0.39,0.36,0.2,0.2,0.25,0.25,0.2,0.27,0.27,0.22,0.17,0.17,0.17
0.12,0.15,0.12,0.19,0.15,0.15,0.15,0.13,0.22,0.19,0.19,0.16,0.19,0.44,0.3,0.38,0.24,0.71,0.31,0.3,0.23,0.18,0.19,0.2,0.16,0.12,0.16,0.76,0.3,0.24,0.46,0.7,0.73,0.53,0.47,0.86,0.69,0.39,0.29,0.42,0.29,0.29,0.22,0.16,0.19,0.17,0.23,0.18
0.11,0.07,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.08,0.67,0.4,0.36,0.37,0.4,0.02,0.01,0.02,0.01,0.01,0.02,0.01,0.02,0.01,0.02,0.01,0.37,0.37,0.38,0.35,0.34,0.35,0.34,0.34,0.35,0.35,0.36,0.34,0.44,0.34,0.31
0.04,0.05,0.06,0.07,0.03,0.03,0.07,0.1,0.5,0.04,0.1,0.06,0.03,0.06,0.34,1.15,0.26,0.55,0.18,0.93,0.8,0.21,0.27,0.2,0.08,0.02,0.12,0.12,0.22,0.51,1.45,1.62,0.59,0.71,1.29,1.39,0.8,0.95,0.91,0.98,1.18,0.29,0.27,0.26,0.49,0.16,0.06,0.06
0.08,0.07,0.08,0.07,0.09,0.07,0.08,0.07,0.08,0.08,0.1,0.12,0.1,0.12,0.1,0.43,0.25,0.91,0.41,0.81,0.23,0.11,0.08,0.13,0.28,0.13,0.14,0.13,0.1,0.09,0.1,0.23,0.3,0.36,0.2,1.23,0.22,0.23,0.21,0.22,0.36,0.2,0.21,0.23,0.21,0.2,0.09,0.09
0.15,0.14,0.15,0.14,0.15,0.14,0.14,0.15,0.14,0.14,0.15,0.13,0.17,0.21,0.39,0.68,0.33,0.2,0.11,0.11,0.1,0.11,0.11,0.12,0.11,0.11,0.13,0.15,0.15,0.13,0.12,0.21,0.2,0.3,0.27,0.25,0.25,0.2,0.18,0.16,0.17,0.17,0.16,0.22,0.19,0.14,0.12,0.12
0.27,0.07,0.06,0.11,0.06,0.24,0.13,0.11,0.17,0.09,0.18,0.16,0.11,0.11,0.51,0.14,0.46,0.52,0.23,0.17,0.56,0.55,0.28,0.18,1.07,0.19,0.67,1.02,0.22,0.13,0.09,0.14,0.26,0.36,0.2,0.57,0.19,0.23,0.17,0.22,0.22,0.23,0.29,0.64,0.19,0.11,0.07,0.1
0.11,0.1,0.15,0.18,0.08,0.15,0.16,0.17,0.17,0.13,0.15,0.15,0.09,0.09,0.15,0.3,0.23,0.13,0.23,0.15,0.11,0.17,0.1,0.12,0.18,0.15,0.13,0.14,0.22,0.26,0.35,0.22,0.17,0.22,0.22,0.25,0.31,0.24,0.22,0.27,0.26,0.34,0.24,0.13,0.16,0.1,0.19,0.15
0.09,0.09,0.09,0.09,0.08,0.08,0.09,0.08,0.08,0.08,0.08,0.09,0.35,0.27,0.13,0.12,0.21,0.12,0.24,0.55,0.29,0.21,0.22,0.49,0.18,0.2,0.23,0.12,0.14,0.49,0.31,0.26,0.38,0.31,0.3,0.32,0.33,0.49,0.31,0.32,0.32,0.44,0.43,0.35,0.36,0.28,0.09,0.09
0.12,0.1,0.1,0.12,0.08,0.12,0.11,0.09,0.12,0.08,0.27,0.36,0.36,0.4,0.43,0.78,1.65,1.2,1.25,0.73,0.47,0.43,0.4,0.43,0.42,0.5,0.74,0.81,1.59,0.85,0.66,0.59,1.26,1.54,1.46,1.59,2.17,1.44,2.71,1.6,1.08,0.93,1.14,0.47,0.32,0.28,0.18,0.17
0.6,0.55,0.48,0.56,0.56,0.54,0.54,0.59,0.58,0.55,0.57,0.6,0.65,0.63,1.28,1.12,0.59,0.53,0.61,0.81,0.55,0.53,0.51,0.53,0.66,0.55,0.49,0.57,0.6,0.54,0.58,0.79,0.84,0.96,0.92,1.25,1.06,1.02,0.94,0.7,0.76,0.73,0.66,0.68,0.71,0.68,1.01,0.88
0.31,0.32,0.32,0.3,0.31,0.33,0.31,0.3,0.48,1.58,0.31,0.27,0.29,0.29,0.26,0.27,0.28,0.27,0.27,0.28,0.28,0.26,0.37,0.38,0.96,0.54,0.47,0.52,0.75,0.75,0.77,0.79,0.32,0.34,1.48,0.52,1.06,0.53,0.65,0.71,1.49,1.06,0.68,0.58,0.62,0.56,0.58,0.5
0.36,0.38,0.34,0.33,0.33,0.44,0.45,0.42,0.31,0.3,0.38,0.41,0.45,0.68,0.46,0.33,0.3,0.32,0.35,0.33,0.36,0.27,0.17,0.34,0.29,0.32,0.1,0.24,0.26,0.08,0.29,0.14,0.27,0.33,0.61,0.4,0.4,0.43,0.41,0.25,0.33,0.41,0.42,0.31,0.27,0.38,0.35,0.16
0.23,0.18,0.14,0.17,0.15,0.17,0.19,0.19,0.18,0.14,0.16,0.15,0.12,0.39,0.88,0.38,0.12,0.07,0.09,0.1,0.06,0.12,0.07,0.09,0.09,0.07,0.11,0.05,0.11,0.06,0.1,0.08,0.08,0.09,0.07,0.11,0.05,1.78,1.69,2.75,1.29,1.98,1.03,1.04,0.95,1.05,1.05,1.04
0.13,0.11,0.11,0.12,0.12,0.11,0.12,0.13,0.15,0.12,0.11,0.11,0.12,0.12,0.15,0.37,0.29,0.28,0.56,0.42,0.26,0.21,0.18,0.24,0.35,0.4,0.3,0.23,0.29,0.22,1.62,0.46,0.42,0.56,0.42,0.45,0.44,1.8,1.64,0.31,0.27,0.29,0.28,0.21,0.31,0.33,0.22,0.15
0.05,0.04,0.03,0.03,0.03,0.05,0.03,0.03,0.02,0.04,0.02,0.02,0.02,0.04,0.02,0.02,0.03,0.02,0.04,0.02,0.02,0.02,0.04,0.02,0.03,0.02,0.04,0.02,0.02,0.02,0.04,0.03,0.02,0.02,0.04,0.02,0.02,0.02,0.04,0.02,0.02,0.02,0.03,0.03,0.02,0.03,0.02,0.04
0.05,0.05,0.05,0.02,0.06,0.06,0.07,0.02,0.05,0.03,0.03,0.05,0.06,0.06,0.12,0.29,0.27,0.2,0.08,0.11,0.09,0.21,0.18,0.17,0.16,0.22,0.19,0.13,0.17,0.08,0.26,0.12,0.17,0.14,0.29,0.52,0.3,0.26,0.29,0.21,0.27,0.28,0.22,0.33,0.15,0.15,0.08,0.06
0.05,0.05,0.05,0.04,0.06,0.05,0.04,0.07,0.04,0.19,1.11,0.22,0.29,0.44,0.14,0.06,0.09,0.07,0.22,0.08,0.05,0.21,0.05,0.05,0.04,0.06,0.05,0.04,0.06,0.26,0.19,0.15,0.11,0.15,1.2,1.48,1.25,1.75,1.04,0.42,0.18,0.16,0.17,0.14,0.13,0.15,0.17,0.07
0.43,0.27,0.28,0.28,0.21,0.08,0.07,0.11,0.11,0.07,0.07,0.09,1.03,1.88,1.73,0.99,1.42,0.11,0.06,0.05,0.07,0.11,0.07,0.05,0.12,0.21,0.19,0.16,0.16,0.19,0.26,0.28,0.39,0.49,0.41,0.93,1.81,1.04,0.42,0.32,1.11,0.55,0.42,0.31,0.35,0.36,0.33,0.28
0.24,0.23,0.13,0.1,0.09,0.09,0.1,0.09,0.09,0.09,0.12,0.11,0.08,0.21,0.13,0.14,0.13,0.34,0.19,0.2,0.26,0.15,0.19,0.28,0.18,0.16,0.2,0.2,0.21,0.16,0.16,0.32,0.14,0.19,0.2,0.18,0.22,0.22,0.16,0.18,0.22,0.3,0.25,0.36,0.28,0.29,0.26,0.23
0.1,0.07,0.1,0.08,0.08,0.09,0.07,0.1,0.08,0.27,0.24,0.07,0.1,0.07,0.09,0.09,0.08,0.1,0.07,0.14,0.11,0.07,0.1,0.09,0.08,0.1,0.08,0.1,0.09,0.08,0.1,0.09,0.24,0.62,0.81,0.8,0.6,0.68,0.61,0.73,0.71,0.7,0.46,0.44,0.16,0.13,0.1,0.13
0.11,0.08,0.09,0.09,0.08,0.1,0.08,0.08,0.1,0.08,0.08,0.09,0.09,0.09,0.12,0.3,0.19,0.15,0.22,0.27,0.2,0.15,0.1,0.18,0.12,0.12,0.16,0.12,0.14,0.19,0.31,0.21,0.26,0.26,0.28,0.25,0.37,0.27,0.25,0.27,0.29,0.3,0.28,0.31,0.24,0.14,0.09,0.08
0.04,0.04,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.04,0.04,0.03,0.04,0.04,0.03,0.13,0.06,0.06,0.15,0.06,0.07,0.09,0.05,0.05,0.19,0.11,0.08,0.07,0.15,0.08,0.16,0.1,0.07,0.1,0.2,0.13,0.17,0.11,0.11,0.11,0.09,0.08,0.08,0.08,0.07,0.08,0.08,0.03
0.06,0.07,0.07,0.05,0.09,0.04,0.12,0.09,0.1,0.4,0.18,0.2,1.0,0.45,0.1,1.51,0.85,0.11,0.06,0.06,0.08,0.04,0.09,0.04,0.07,0.05,0.06,0.07,0.09,0.29,1.24,0.25,0.27,0.33,0.42,0.34,0.25,0.3,0.42,0.37,0.31,0.32,0.48,0.29,0.26,0.23,0.7,0.16
0.12,0.12,0.1,0.09,0.09,0.09,0.1,0.12,0.12,0.09,0.08,0.09,0.08,0.15,0.16,0.17,0.12,0.09,0.11,0.11,0.1,0.15,0.11,0.12,0.08,0.09,0.09,0.13,0.12,0.14,0.08,0.09,0.11,0.13,0.13,0.15,0.11,0.12,0.08,0.12,0.09,0.15,0.13,0.1,0.08,0.09,0.09,0.1
0.05,0.05,0.07,0.08,0.05,0.05,0.09,0.06,0.05,0.05,0.1,0.05,0.05,0.05,0.09,0.06,0.07,0.16,0.15,0.1,0.18,0.13,0.13,0.08,0.07,0.08,0.05,0.12,0.1,0.11,0.14,0.09,0.13,0.11,0.1,0.16,0.19,0.13,0.26,0.23,0.19,0.18,0.12,0.1,0.13,0.15,0.09,0.1
0.09,0.05,0.05,0.07,0.07,0.05,0.04,0.06,0.04,0.02,0.02,0.11,0.04,0.02,0.07,0.1,0.09,0.19,0.08,0.13,0.14,0.05,0.07,0.11,0.03,0.05,0.11,0.1,0.09,0.08,0.12,0.07,0.08,0.13,0.08,0.15,0.18,0.28,0.19,0.12,0.19,0.15,0.14,0.16,0.18,0.2,0.05,0.09
0.18,0.06,0.1,0.08,0.07,0.07,0.04,0.02,0.02,0.02,0.02,0.04,0.5,0.24,0.18,0.08,0.09,0.1,0.14,0.13,0.4,0.11,0.16,0.42,0.43,0.3,0.26,0.2,0.21,0.26,0.23,0.19,0.27,0.25,0.38,0.39,0.96,0.71,0.3,0.28,0.36,0.25,0.29,0.24,0.24,0.24,0.23,0.28
0.51,0.49,0.5,0.51,0.51,0.52,0.53,0.5,0.53,0.53,0.56,0.55,0.57,0.5,0.49,0.51,0.53,0.51,0.51,0.5,0.1,0.25,0.26,0.05,0.05,0.04,0.04,0.04,0.04,0.08,0.04,0.06,0.23,0.56,0.17,0.51,0.26,0.46,0.48,0.2,0.54,0.22,0.42,0.25,0.36,0.3,0.3,0.28
0.27,0.19,0.24,0.09,0.05,0.04,0.02,0.07,0.06,0.03,0.05,0.25,0.11,0.09,0.34,0.3,0.32,0.16,0.12,0.22,0.12,0.23,0.14,0.13,0.05,0.18,0.28,0.11,0.1,0.27,0.18,0.11,0.13,0.12,0.45,0.3,0.27,0.16,0.11,0.12,0.16,0.13,0.12,0.13,0.12,0.13,0.37,0.24
0.09,0.12,0.08,0.09,0.09,0.09,0.05,0.13,0.13,0.08,0.06,0.09,0.16,0.2,0.12,0.14,0.62,0.34,0.27,0.08,0.06,0.08,0.18,0.12,0.11,0.1,0.08,0.09,0.09,0.15,0.23,0.38,0.28,0.55,1.09,0.9,0.3,0.91,0.55,0.63,0.92,0.36,0.29,0.3,0.23,0.09,0.07,0.08
0.01,0.01,0.01,0.01,0.01,0.03,0.05,0.01,0.01,0.01,0.01,0.01,0.02,0.05,0.06,0.36,0.31,0.15,0.21,0.03,0.08,0.08,0.08,0.09,0.13,0.06,0.06,0.05,0.05,0.05,0.23,0.15,0.19,0.15,0.24,0.26,0.62,0.67,0.66,0.72,0.26,0.22,0.09,0.01,0.06,0.01,0.01,0.01
0.04,0.01,0.03,0.05,0.01,0.02,0.05,0.01,0.01,0.06,0.01,0.01,0.05,0.12,0.07,0.1,0.09,0.05,0.03,0.04,0.01,0.01,0.06,0.01,0.01,0.05,0.08,0.01,0.05,0.02,0.01,0.05,0.04,0.05,0.17,0.2,0.12,0.16,0.12,0.11,0.15,0.1,0.1,0.12,0.05,0.03,0.05,0.01
