1,359.663,162.816
2,358.596,163.075
3,358.481,163.08
4,358.379,163.045
5,358.305,162.987
6,358.234,162.857
7,355.779,153.074
8,355.753,152.623
9,355.753,152.247
10,355.804,151.921
11,355.904,151.696
12,356.079,151.545
13,356.18,151.445
14,356.5,151.294
15,359.292,150.645
16,359.314,150.739
17,362.678,149.859
18,359.316,150.783
19,362.907,149.79
20,359.312,150.829
21,363.142,149.66
22,359.303,150.87
23,363.44,149.34
24,359.288,150.919
25,364.003,148.778
26,359.263,150.969
27,367.364,153.633
28,371.19,141.87
29,359.239,151.018
30,368.306,154.959
31,366.232,154.742
32,373.111,140.039
33,359.17,151.147
34,372,155.437
35,366.208,154.79
36,377.1695,144.079
37,378.919,134.502
38,359.092,151.259
39,366.183,154.863
40,377.444,143.788
41,378.41,145.392
42,382.963,130.674
43,378.775,134.34
44,359.073,151.287
45,366.159,154.959
46,377.571,143.66
47,380,149.437
48,386.026,127.789
49,378.742,134.241
50,359.038,151.32
51,366.159,155.2
52,377.754,143.605
53,386.475,127.381
54,386.491,128.228
55,378.759,134.126
56,358.964,151.367
57,366.232,155.393
58,377.936,143.605
59,388.469,125.49
60,386.548,128.26
61,378.775,134.027
62,358.892,151.397
63,366.907,156.116
64,378.045,143.605
65,388.87,125.101
66,394.23,131.407
67,386.618,128.284
68,378.825,133.945
69,358.812,151.42
70,368,159.437
71,378.246,143.678
72,393.932,120.865
73,394,135.437
74,394,135.437
75,386.793,128.324
76,378.972,133.761
77,358.436,151.52
78,379.048,144.407
79,395.613,119.294
80,386.889,128.363
81,379.512,133.245
82,357.935,151.62
83,383,145.437
84,396.025,119.007
85,386.982,128.424
86,380.558,132.257
87,357.634,151.696
88,396.878,118.451
89,387.06,128.494
90,380.775,131.992
91,357.525,151.722
92,397.741,118.03
93,380.803,131.933
94,357.492,151.733
95,398.23,117.761
96,380.8,131.847
97,357.458,151.747
98,398.556,117.589
99,380.781,131.815
100,357.383,151.796
101,398.997,117.335
102,377.706,127.769
103,357.157,151.971
104,399.282,117.379
105,399.282,117.157
106,377.64,127.558
107,399.63,117.404
108,399.43,117.037
109,377.511,127.126
110,400.032,117.448
111,404.463,111.452
112,370.277,117.581
113,400.637,117.567
114,405.004,110.928
115,363.523,109.332
116,401.4,117.782
117,405.765,111.73
118,402.488,108.276
119,362.778,108.673
120,401.924,118.004
121,405.949,111.666
122,406.135,112.121
123,397.895,103.547
124,362.199,108.237
125,402.64,118.37
126,406.115,111.636
127,407.876,113.955
128,395.834,101.416
129,361.662,107.917
130,403.403,118.788
131,406.234,111.642
132,410.576,111.251
133,412.817,119.162
134,395.271,100.737
135,359.865,107.24
136,404.072,119.263
137,406.412,111.69
138,410.799,111.009
139,416.524,123.006
140,394.615,99.988
141,358.466,107.044
142,405.076,120.164
143,406.608,111.785
144,410.973,110.737
145,419.015,125.572
146,394.053,99.239
147,358.226,107.06
148,409.542,124.768
149,406.762,111.903
150,411.070001,110.495
151,421.503,128.134
152,422.584,121.885
153,393.491001,98.302
154,358.173,107.124
155,410.521,125.765
156,406.905,112.069
157,411.128,110.108
158,428.046,134.982
159,422.817,121.677
160,393.35,98.021
161,358.128,107.238
162,402.061,133.908
163,414.222,129.537
164,407.012,112.242
165,411.168999,109.638
166,430.336,137.344
167,422.995,121.454
168,392.502,96.449
169,358.1,107.486
170,400.478,135.462
171,418.986,134.687
172,407.077,112.402
173,411.246,109.29
174,433.01,140.208
175,433.317,134.379
176,423.05,121.349
177,392.189,95.49
178,397,138.437
179,419.788,135.555
180,417.205,136.329
181,407.101,112.58
182,411.411,108.912
183,433.422,140.627
184,433.618,134.039
185,423.119,121.103
186,392.022,94.76
187,422.932,138.982
188,410.046,143.348
189,407.095,112.734
190,411.644,108.602
191,435.046,142.277
192,433.652,140.471
193,433.84,133.66
194,423.242,120.464
195,391.938,94.092
196,428.568,145.08
197,408.647,144.72
198,410.824,144.171
199,407.042,112.918
200,411.934,108.302
201,435.693,142.947
202,433.807,140.416
203,433.971,133.334
204,423.288,120.085
205,392.001,93.258
206,426.128,147.223
207,430.019,146.649
208,404,146.437
209,410.916,144.302
210,406.804,113.298
211,412.39,107.856
212,433.962,140.407
213,434.023001,133.059
214,423.388,119.837
215,392.251,91.735
216,418.512,154.638
217,432.597,149.518
218,410.961,144.423
219,406.412,113.844
220,413.643,106.646
221,434.126,140.452
222,434.089,132.471
223,423.61,119.373
224,392.69,90.463
225,414,155.437
226,433.519,150.541
227,410.967,144.526
228,413.75,106.543
229,434.326,140.571
230,434.18,132.014
231,423.749,119.158
232,393.065,89.628
233,424.556,158.361
234,434.273,151.379
235,410.916,144.675
236,413.805,106.502
237,434.49,140.698
238,434.287,131.709
239,423.874,119.026
240,393.399,89.128
241,423.301,159.548
242,410.807,144.824
243,413.875,106.48
244,434.59,140.834
245,434.457,131.435
246,425.352,117.563
247,394.213,88.122
248,418.000001,159.437
249,418.000001,159.437
250,410.606,145.024
251,413.945,106.484
252,434.626,140.962
253,434.784,131.095
254,425.796,117.14
255,397.805,90.934
256,394.752,87.456
257,409.855,145.74
258,414.019001,106.509
259,434.635,141.135
260,436.052,129.854
261,425.913999,117.07
262,398.309,91.313
263,396.871,85.041
264,408,150.437
265,414.156,106.594
266,434.599,141.326
267,436.358,129.575
268,423.706,114.409
269,426.032,117.057
270,398.514,91.518
271,400.165,87.734
272,397.583,84.23
273,414.282,106.705
274,434.508,141.48
275,436.516,129.47
276,422,111.437
277,426.171,117.05
278,398.683,91.818
279,400.42,87.909
280,400.173,81.298
281,414.695,107.192
282,434.071,141.899
283,436.636,129.436
284,426.296,117.064
285,398.851,92.322
286,400.648,88.023
287,401.334,79.983
288,399.467,80.719
289,418.000001,106.437
290,433.507,142.481
291,436.096,128.746
292,436.744,129.432
293,426.414,117.112
294,399.001,92.771
295,400.996,88.123
296,401.839,79.353
297,396.292,78.583
298,435.848,128.429
299,436.819,129.447
300,426.539,117.168
301,399.188,93.088
302,402.584001,88.474
303,405.269,75.346
304,395.726,77.956
305,435.3925,127.9225
306,436.898,129.488
307,427.115,117.715
308,399.454,93.461
309,402.882,88.57
310,405.5289834,75.04998543
311,395.548,77.739
312,434.472,126.994
313,437.032,129.593
314,430,119.437
315,399.783,93.802
316,403.093,88.666
317,406.05,75.437
318,410.291,69.628
319,395.47,77.615
320,433,123.437
321,437.481,130.067
322,400.191,94.184
323,403.33,88.789
324,408.636,77.555
325,412.511,66.97
326,395.408001,77.506
327,439,128.437
328,400.426,94.399
329,403.549,88.938
330,409.556,78.273
331,419.594,72.736
332,416.7419374,61.8099487
333,395.354,77.374
334,401.512,95.343
335,405.357,90.403
336,411.531,79.87
337,422,75.437
338,421.963,66.177
339,417.511,60.872
340,395.323,77.266
341,401.975,95.658
342,410,91.437
343,413.15,81.179
344,410.88,80.602
345,424.605,68.352
346,418.168,60.067
347,395.308,77.173
348,402.149,95.745
349,416,82.437
350,410.819,80.724
351,424.856,68.548
352,418.703,59.569
353,395.308,77.088
354,402.29,95.785
355,410.758,80.859
356,424.949,68.641
357,419.46,59.04
358,395.315,77.018
359,402.397,95.792
360,410.744,80.988
361,425.005,68.715
362,419.953,58.737
363,395.339,76.94
364,402.451,95.785
365,410.772,81.123
366,425.024,68.808
367,420.748,58.34
368,395.385,76.863
369,402.511,95.732
370,410.86,81.299
371,425.024,68.92
372,421.599,58.094
373,395.689,76.48
374,402.592,95.625
375,411.022,81.475
376,425.005,69.06
377,422.584,57.961
378,397.980001,73.594
379,394.282,76.592
380,402.907,95.116
381,412.152,82.435
382,424.968,69.181
383,423.303,57.942
384,400.208,70.857
385,385.776,78.254
386,393.360001,77.719
387,405,94.437
388,413,87.437
389,424.912,69.264
390,424.155,58.037
391,400.3067279,70.73478022
392,382.655,78.795
393,388.454,83.826
394,424.791,69.386
395,425.366,58.321
396,397.051,68.309
397,402.116,68.495
398,382.344,78.88
399,388.096,84.268
400,424.344,69.786
401,426.237,58.624
402,396.746,68.096
403,403.015,67.436
404,382.119,78.88
405,387.933,84.455
406,424,73.437
407,427.013,59.059
408,396.563,67.99
409,405.607,64.143
410,402.753,67.162
411,381.893,78.823
412,387.791,84.543
413,427.732001,59.55
414,396.433,67.929
415,409.398,59.533
416,402.69,67.091
417,381.074,78.287
418,387.539,84.664
419,428.549,60.205
420,396.212,67.852
421,410.197,58.573
422,402.654,67.035
423,380.905,78.118
424,384.659,86.046
425,429.91,61.311
426,429.91,61.311
427,395.473,67.609
428,410.398,58.325
429,402.626,66.957
430,380.792,77.92
431,383.587,86.413
432,434.433,65.123
433,434.433,65.123
434,394.642,67.365
435,410.491,58.186
436,402.619,66.886
437,380.764,77.695
438,383.22,86.526
439,440.846,70.496
440,440.846,70.496
441,394.177,67.22
442,410.553,58.062
443,402.619,66.808
444,380.82,77.441
445,382.542,86.554
446,445.463,74.333
447,445.463,74.333
448,393.751,67.053
449,410.584,57.954
450,402.633,66.73
451,381.441,76.792
452,381.949,86.582
453,446.827,75.54
454,446.827,75.54
455,393.364,66.851
456,410.6,57.783
457,402.654,66.68
