"Hour", kWh, kvarh, "Peak kW", "peak kVA", "Losses kWh", "Losses kvarh", "Peak Losses kW"
0.0166667, 34.6668259862269, 11.4084767743978, 34.6668259862269, 36.4957828559864, 0.292749484320768, 0.110254942792481, 0.292749484320768
0.0333333, 34.4765473681306, 11.3425246236502, 34.6668259862269, 36.4957828559864, 0.30663005510309, 0.111534086272117, 0.30663005510309
0.05, 32.2690740620118, 10.6160311790576, 34.6668259862269, 36.4957828559864, 0.278354257140609, 0.101173584569506, 0.30663005510309
0.0666667, 31.2115462129587, 10.2568964437861, 34.6668259862269, 36.4957828559864, 0.329129262396498, 0.106306571960971, 0.329129262396498
0.0833333, 32.8546948536569, 10.798634494311, 34.6668259862269, 36.4957828559864, 0.350088702826378, 0.114883960221049, 0.350088702826378
0.1, 32.2229174958492, 10.6013664453136, 34.6668259862269, 36.4957828559864, 0.264485768546498, 0.0971262889327567, 0.350088702826378
0.116667, 31.6951421650723, 10.4161141412942, 34.6668259862269, 36.4957828559864, 0.32585922461003, 0.105541787189199, 0.350088702826378
0.133333, 40.4911456781658, 13.3279039280296, 40.4911456781658, 42.6282289269122, 0.406044296815928, 0.152023915645069, 0.406044296815928
0.15, 43.4615559568784, 14.3163829426668, 43.4615559568784, 45.7587769368233, 0.408476878722585, 0.165503306536121, 0.408476878722585
0.166667, 34.6176841149563, 11.3854289815068, 43.4615559568784, 45.7587769368233, 0.331747659281256, 0.116254035236223, 0.408476878722585
0.183333, 38.5277818097869, 12.6731392731698, 43.4615559568784, 45.7587769368233, 0.408252329202441, 0.144277970721895, 0.408476878722585
0.2, 29.880816252269, 9.8303436259391, 43.4615559568784, 45.7587769368233, 0.23051490748179, 0.08494091833488, 0.408476878722585
0.216667, 36.3608052449655, 11.9500082884131, 43.4615559568784, 45.7587769368233, 0.427387095760646, 0.139249466493003, 0.427387095760646
0.233333, 37.686829194879, 12.4006085834006, 43.4615559568784, 45.7587769368233, 0.370887824575444, 0.135453888433221, 0.427387095760646
0.25, 31.2325213641552, 10.2713132942467, 43.4615559568784, 45.7587769368233, 0.277412883691795, 0.0968565581740954, 0.427387095760646
0.266667, 29.9733149235423, 9.84106600867428, 43.4615559568784, 45.7587769368233, 0.359107093681364, 0.10732858738085, 0.427387095760646
0.283333, 29.1939279725398, 9.59728361116949, 43.4615559568784, 45.7587769368233, 0.262303067748213, 0.0879063117186222, 0.427387095760646
0.3, 29.4742932178706, 9.69446983728942, 43.4615559568784, 45.7587769368233, 0.239172808254073, 0.0853325831180509, 0.427387095760646
0.316667, 33.7986366019153, 11.1212689441731, 43.4615559568784, 45.7587769368233, 0.286735136502325, 0.106404105175084, 0.427387095760646
0.333333, 26.1616581337935, 8.60355915794804, 43.4615559568784, 45.7587769368233, 0.189458375326075, 0.0668927168932491, 0.427387095760646
0.35, 30.4634421511585, 10.0175845109771, 43.4615559568784, 45.7587769368233, 0.271969738074154, 0.094135235734267, 0.427387095760646
0.366667, 30.9385909482024, 10.1747109900125, 43.4615559568784, 45.7587769368233, 0.265783648254828, 0.0930352194814985, 0.427387095760646
0.383333, 33.9031078200485, 11.1556080197643, 43.4615559568784, 45.7587769368233, 0.296109665782467, 0.109595516202713, 0.427387095760646
0.4, 32.3696727049896, 10.6412760109843, 43.4615559568784, 45.7587769368233, 0.322923461125055, 0.108020638409766, 0.427387095760646
0.416667, 31.83402187872, 10.4707717356141, 43.4615559568784, 45.7587769368233, 0.275136791527848, 0.0978443844729315, 0.427387095760646
0.433333, 32.0479179488529, 10.5427669389003, 43.4615559568784, 45.7587769368233, 0.273234668578555, 0.0987626758290607, 0.427387095760646
0.45, 38.869407773084, 12.7876703647964, 43.4615559568784, 45.7587769368233, 0.398156475539442, 0.142770306167707, 0.427387095760646
0.466667, 32.1010870100264, 10.5476700246853, 43.4615559568784, 45.7587769368233, 0.342313732105891, 0.109052287636218, 0.427387095760646
0.483333, 32.8492314063147, 10.8040399173725, 43.4615559568784, 45.7587769368233, 0.299763121071253, 0.105544977486523, 0.427387095760646
0.5, 31.3995132820681, 10.3259477109435, 43.4615559568784, 45.7587769368233, 0.282952354763576, 0.0984237835040864, 0.427387095760646
0.516667, 36.4720716574029, 11.994331837839, 43.4615559568784, 45.7587769368233, 0.389221627955449, 0.134467703689827, 0.427387095760646
0.533333, 32.6696254822183, 10.7489800672152, 43.4615559568784, 45.7587769368233, 0.259212510517109, 0.0961467384852007, 0.427387095760646
0.55, 39.7387926810718, 13.0734234725724, 43.4615559568784, 45.7587769368233, 0.433377890578607, 0.154337366794864, 0.433377890578607
0.566667, 34.1650246690839, 11.2306631356928, 43.4615559568784, 45.7587769368233, 0.375134095983482, 0.124446530599862, 0.433377890578607
0.583333, 31.3282382203048, 10.3065062738457, 43.4615559568784, 45.7587769368233, 0.255454822443517, 0.0933519326968755, 0.433377890578607
0.6, 34.1546525659108, 11.2314294070533, 43.4615559568784, 45.7587769368233, 0.343627045437705, 0.118262195873546, 0.433377890578607
0.616667, 31.8865689395572, 10.4899562565092, 43.4615559568784, 45.7587769368233, 0.265888319273423, 0.0967384968567362, 0.433377890578607
0.633333, 26.6477514382171, 8.76434774995026, 43.4615559568784, 45.7587769368233, 0.193268563509283, 0.0691851858528443, 0.433377890578607
0.65, 33.7187958581155, 11.0882542322502, 43.4615559568784, 45.7587769368233, 0.329064331546321, 0.11358435689233, 0.433377890578607
0.666667, 31.3667166458562, 10.3191968189199, 43.4615559568784, 45.7587769368233, 0.248334185510021, 0.0910672876427115, 0.433377890578607
0.683333, 34.3454586505421, 11.2961590837014, 43.4615559568784, 45.7587769368233, 0.336514854930116, 0.117603880790333, 0.433377890578607
0.7, 31.5302119293719, 10.3752789070375, 43.4615559568784, 45.7587769368233, 0.253470875238122, 0.0951190971241715, 0.433377890578607
0.716667, 29.9890883404951, 9.86663110724904, 43.4615559568784, 45.7587769368233, 0.232971071471308, 0.0862083114429737, 0.433377890578607
0.733333, 28.6126474959671, 9.41160117206052, 43.4615559568784, 45.7587769368233, 0.223289246331489, 0.0803091252398535, 0.433377890578607
