"Hour", "kWh", "kvarh", "Max kW", "Max kVA", "Zone kWh", "Zone kvarh", "Zone Max kW", "Zone Max kVA", "Overload kWh Normal", "Overload kWh Emerg", "Load EEN", "Load UE", "Zone Losses kWh", "Zone Losses kvarh", "Zone Max kW Losses", "Zone Max kvar Losses", "Load Losses kWh", "Load Losses kvarh", "No Load Losses kWh", "No Load Losses kvarh", "Max kW Load Losses", "Max kW No Load Losses", "Line Losses", "Transformer Losses", "Line Mode Line Losses", "Zero Mode Line Losses", "3-phase Line Losses", "1- and 2-phase Line Losses", "Gen kWh", "Gen kvarh", "Gen Max kW", "Gen Max kVA", "0.416 kV Losses", "Aux1", "Aux6", "Aux11", "Aux16", "Aux21", "Aux26", "0.416 kV Line Loss", "Aux2", "Aux7", "Aux12", "Aux17", "Aux22", "Aux27", "0.416 kV Load Loss", "Aux3", "Aux8", "Aux13", "Aux18", "Aux23", "Aux28", "0.416 kV No Load Loss", "Aux4", "Aux9", "Aux14", "Aux19", "Aux24", "Aux29", "0.416 kV Load Energy", "Aux5", "Aux10", "Aux15", "Aux20", "Aux25", "Aux30"
2.98333, 29.348, 9.60626, 44.1959, 46.4971, 29.1085, 9.56751, 43.7044, 46.0046, 0, 0, 0, 0, 0.239476, 0.0387412, 0.546629, 0.083519, 0.239476, 0.0387412, 0, 0, 0.546629, 0, 0.239476, 0, 0.211534, 0.0279421, 0.239476, 0, 0, 0, 0, 0, 0.239476, 0, 0, 0, 0, 0, 0, 0.239476, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29.1085, 0, 0, 0, 0, 0, 0
3, 34.3457, 11.2309, 44.1959, 46.4971, 33.9729, 11.1662, 43.7044, 46.0046, 0, 0, 0, 0, 0.372425, 0.0642816, 0.546629, 0.083519, 0.372425, 0.0642816, 0, 0, 0.546629, 0, 0.372425, 0, 0.341864, 0.030561, 0.372425, 0, 0, 0, 0, 0, 0.372425, 0, 0, 0, 0, 0, 0, 0.372425, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33.9729, 0, 0, 0, 0, 0, 0
3.01667, 30.7153, 10.0591, 44.1959, 46.4971, 30.4875, 10.0208, 43.7044, 46.0046, 0, 0, 0, 0, 0.227776, 0.0382939, 0.546629, 0.083519, 0.227776, 0.0382939, 0, 0, 0.546629, 0, 0.227776, 0, 0.213465, 0.0143112, 0.227776, 0, 0, 0, 0, 0, 0.227776, 0, 0, 0, 0, 0, 0, 0.227776, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30.4875, 0, 0, 0, 0, 0, 0
3.03333, 37.3709, 12.2153, 44.1959, 46.4971, 36.9475, 12.144, 43.7044, 46.0046, 0, 0, 0, 0, 0.424341, 0.0713499, 0.546629, 0.083519, 0.424341, 0.0713499, 0, 0, 0.546629, 0, 0.424341, 0, 0.380931, 0.0434099, 0.424341, 0, 0, 0, 0, 0, 0.424341, 0, 0, 0, 0, 0, 0, 0.424341, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36.9475, 0, 0, 0, 0, 0, 0
3.05, 28.5695, 9.34086, 44.1959, 46.4971, 28.289, 9.29816, 43.7044, 46.0046, 0, 0, 0, 0, 0.28048, 0.0426972, 0.546629, 0.083519, 0.28048, 0.0426972, 0, 0, 0.546629, 0, 0.28048, 0, 0.217772, 0.0627085, 0.28048, 0, 0, 0, 0, 0, 0.28048, 0, 0, 0, 0, 0, 0, 0.28048, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28.289, 0, 0, 0, 0, 0, 0
3.06667, 35.7309, 11.676, 44.1959, 46.4971, 35.3206, 11.6093, 43.7044, 46.0046, 0, 0, 0, 0, 0.410335, 0.0666253, 0.546629, 0.083519, 0.410335, 0.0666253, 0, 0, 0.546629, 0, 0.410335, 0, 0.352894, 0.0574407, 0.410335, 0, 0, 0, 0, 0, 0.410335, 0, 0, 0, 0, 0, 0, 0.410335, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35.3206, 0, 0, 0, 0, 0, 0
3.08333, 33.7083, 11.0274, 44.1959, 46.4971, 33.3884, 10.9743, 43.7044, 46.0046, 0, 0, 0, 0, 0.318778, 0.0523522, 0.546629, 0.083519, 0.318778, 0.0523522, 0, 0, 0.546629, 0, 0.318778, 0, 0.286811, 0.0319666, 0.318778, 0, 0, 0, 0, 0, 0.318778, 0, 0, 0, 0, 0, 0, 0.318778, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33.3884, 0, 0, 0, 0, 0, 0
3.1, 31.6169, 10.3354, 44.1959, 46.4971, 31.2844, 10.2827, 43.7044, 46.0046, 0, 0, 0, 0, 0.332533, 0.0526404, 0.546629, 0.083519, 0.332533, 0.0526404, 0, 0, 0.546629, 0, 0.332533, 0, 0.269734, 0.0627994, 0.332533, 0, 0, 0, 0, 0, 0.332533, 0, 0, 0, 0, 0, 0, 0.332533, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31.2844, 0, 0, 0, 0, 0, 0
3.11667, 30.8202, 10.0922, 44.1959, 46.4971, 30.5947, 10.056, 43.7044, 46.0046, 0, 0, 0, 0, 0.225473, 0.036142, 0.546629, 0.083519, 0.225473, 0.036142, 0, 0, 0.546629, 0, 0.225473, 0, 0.19889, 0.0265826, 0.225473, 0, 0, 0, 0, 0, 0.225473, 0, 0, 0, 0, 0, 0, 0.225473, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30.5947, 0, 0, 0, 0, 0, 0
3.13333, 32.315, 10.5698, 44.1959, 46.4971, 32.0096, 10.5211, 43.7044, 46.0046, 0, 0, 0, 0, 0.305366, 0.0487131, 0.546629, 0.083519, 0.305366, 0.0487131, 0, 0, 0.546629, 0, 0.305366, 0, 0.260983, 0.044383, 0.305366, 0, 0, 0, 0, 0, 0.305366, 0, 0, 0, 0, 0, 0, 0.305366, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32.0096, 0, 0, 0, 0, 0, 0
3.15, 30.8536, 10.0861, 44.1959, 46.4971, 30.5292, 10.0343, 43.7044, 46.0046, 0, 0, 0, 0, 0.324371, 0.0519386, 0.546629, 0.083519, 0.324371, 0.0519386, 0, 0, 0.546629, 0, 0.324371, 0, 0.267163, 0.0572074, 0.324371, 0, 0, 0, 0, 0, 0.324371, 0, 0, 0, 0, 0, 0, 0.324371, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30.5292, 0, 0, 0, 0, 0, 0
3.16667, 34.8499, 11.4016, 44.1959, 46.4971, 34.519, 11.3458, 43.7044, 46.0046, 0, 0, 0, 0, 0.330957, 0.0557355, 0.546629, 0.083519, 0.330957, 0.0557355, 0, 0, 0.546629, 0, 0.330957, 0, 0.30487, 0.0260864, 0.330957, 0, 0, 0, 0, 0, 0.330957, 0, 0, 0, 0, 0, 0, 0.330957, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34.519, 0, 0, 0, 0, 0, 0
3.18333, 28.6275, 9.37476, 44.1959, 46.4971, 28.4091, 9.33779, 43.7044, 46.0046, 0, 0, 0, 0, 0.217202, 0.0370261, 0.546629, 0.083519, 0.217202, 0.0370261, 0, 0, 0.546629, 0, 0.217202, 0, 0.201797, 0.0154049, 0.217202, 0, 0, 0, 0, 0, 0.217202, 0, 0, 0, 0, 0, 0, 0.217202, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28.4091, 0, 0, 0, 0, 0, 0
3.2, 32.1495, 10.5167, 44.1959, 46.4971, 31.844, 10.4666, 43.7044, 46.0046, 0, 0, 0, 0, 0.305447, 0.0500326, 0.546629, 0.083519, 0.305447, 0.0500326, 0, 0, 0.546629, 0, 0.305447, 0, 0.269398, 0.0360488, 0.305447, 0, 0, 0, 0, 0, 0.305447, 0, 0, 0, 0, 0, 0, 0.305447, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31.844, 0, 0, 0, 0, 0, 0
3.21667, 31.0743, 10.1631, 44.1959, 46.4971, 30.7781, 10.1163, 43.7044, 46.0046, 0, 0, 0, 0, 0.296186, 0.0467682, 0.546629, 0.083519, 0.296186, 0.0467682, 0, 0, 0.546629, 0, 0.296186, 0, 0.248715, 0.0474711, 0.296186, 0, 0, 0, 0, 0, 0.296186, 0, 0, 0, 0, 0, 0, 0.296186, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30.7781, 0, 0, 0, 0, 0, 0
3.23333, 36.6456, 11.9909, 44.1959, 46.4971, 36.308, 11.9339, 43.7044, 46.0046, 0, 0, 0, 0, 0.337525, 0.0568998, 0.546629, 0.083519, 0.337525, 0.0568998, 0, 0, 0.546629, 0, 0.337525, 0, 0.314179, 0.0233456, 0.337525, 0, 0, 0, 0, 0, 0.337525, 0, 0, 0, 0, 0, 0, 0.337525, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36.308, 0, 0, 0, 0, 0, 0
3.25, 29.8962, 9.79091, 44.1959, 46.4971, 29.6759, 9.75412, 43.7044, 46.0046, 0, 0, 0, 0, 0.218833, 0.0365402, 0.546629, 0.083519, 0.218833, 0.0365402, 0, 0, 0.546629, 0, 0.218833, 0, 0.200314, 0.0185186, 0.218833, 0, 0, 0, 0, 0, 0.218833, 0, 0, 0, 0, 0, 0, 0.218833, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29.6759, 0, 0, 0, 0, 0, 0
3.26667, 45.3841, 14.8397, 45.3841, 47.7487, 44.8944, 14.7558, 44.8944, 47.2572, 0, 0, 0, 0, 0.49112, 0.0839979, 0.546629, 0.0839979, 0.49112, 0.0839979, 0, 0, 0.546629, 0, 0.49112, 0, 0.464019, 0.0271002, 0.49112, 0, 0, 0, 0, 0, 0.49112, 0, 0, 0, 0, 0, 0, 0.49112, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44.8944, 0, 0, 0, 0, 0, 0
3.28333, 31.1954, 10.213, 45.3841, 47.7487, 30.9428, 10.1704, 44.8944, 47.2572, 0, 0, 0, 0, 0.252628, 0.0425455, 0.546629, 0.0839979, 0.252628, 0.0425455, 0, 0, 0.546629, 0, 0.252628, 0, 0.237946, 0.0146817, 0.252628, 0, 0, 0, 0, 0, 0.252628, 0, 0, 0, 0, 0, 0, 0.252628, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30.9428, 0, 0, 0, 0, 0, 0
3.3, 27.9424, 9.14813, 45.3841, 47.7487, 27.7187, 9.1107, 44.8944, 47.2572, 0, 0, 0, 0, 0.223624, 0.0374297, 0.546629, 0.0839979, 0.223624, 0.0374297, 0, 0, 0.546629, 0, 0.223624, 0, 0.200462, 0.0231621, 0.223624, 0, 0, 0, 0, 0, 0.223624, 0, 0, 0, 0, 0, 0, 0.223624, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27.7187, 0, 0, 0, 0, 0, 0
3.31667, 36.4091, 11.89, 45.3841, 47.7487, 35.9599, 11.8194, 44.8944, 47.2572, 0, 0, 0, 0, 0.449279, 0.0705341, 0.546629, 0.0839979, 0.449279, 0.0705341, 0, 0, 0.546629, 0, 0.449279, 0, 0.368728, 0.0805517, 0.449279, 0, 0, 0, 0, 0, 0.449279, 0, 0, 0, 0, 0, 0, 0.449279, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35.9599, 0, 0, 0, 0, 0, 0
3.33333, 39.0861, 12.732, 45.3841, 47.7487, 38.4658, 12.6431, 44.8944, 47.2572, 0, 0, 0, 0, 0.62028, 0.0888422, 0.62028, 0.0888422, 0.62028, 0.0888422, 0, 0, 0.62028, 0, 0.62028, 0, 0.436369, 0.18391, 0.62028, 0, 0, 0, 0, 0, 0.62028, 0, 0, 0, 0, 0, 0, 0.62028, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38.4658, 0, 0, 0, 0, 0, 0
3.35, 38.1048, 12.4471, 45.3841, 47.7487, 37.6587, 12.3778, 44.8944, 47.2572, 0, 0, 0, 0, 0.44603, 0.0692313, 0.62028, 0.0888422, 0.44603, 0.0692313, 0, 0, 0.62028, 0, 0.44603, 0, 0.375667, 0.0703629, 0.44603, 0, 0, 0, 0, 0, 0.44603, 0, 0, 0, 0, 0, 0, 0.44603, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37.6587, 0, 0, 0, 0, 0, 0
3.36667, 32.2266, 10.5475, 45.3841, 47.7487, 31.9349, 10.4965, 44.8944, 47.2572, 0, 0, 0, 0, 0.291718, 0.0509355, 0.62028, 0.0888422, 0.291718, 0.0509355, 0, 0, 0.62028, 0, 0.291718, 0, 0.277745, 0.0139731, 0.291718, 0, 0, 0, 0, 0, 0.291718, 0, 0, 0, 0, 0, 0, 0.291718, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31.9349, 0, 0, 0, 0, 0, 0
3.38333, 26.1465, 8.56466, 45.3841, 47.7487, 25.9587, 8.53233, 44.8944, 47.2572, 0, 0, 0, 0, 0.186697, 0.0323379, 0.62028, 0.0888422, 0.186697, 0.0323379, 0, 0, 0.62028, 0, 0.186697, 0, 0.176841, 0.00985539, 0.186697, 0, 0, 0, 0, 0, 0.186697, 0, 0, 0, 0, 0, 0, 0.186697, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25.9587, 0, 0, 0, 0, 0, 0
3.4, 36.0815, 11.8013, 45.3841, 47.7487, 35.7239, 11.7419, 44.8944, 47.2572, 0, 0, 0, 0, 0.358711, 0.0597737, 0.62028, 0.0888422, 0.358711, 0.0597737, 0, 0, 0.62028, 0, 0.358711, 0, 0.326936, 0.0317753, 0.358711, 0, 0, 0, 0, 0, 0.358711, 0, 0, 0, 0, 0, 0, 0.358711, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35.7239, 0, 0, 0, 0, 0, 0
3.41667, 29.0333, 9.50225, 45.3841, 47.7487, 28.7814, 9.45998, 44.8944, 47.2572, 0, 0, 0, 0, 0.250797, 0.0418838, 0.62028, 0.0888422, 0.250797, 0.0418838, 0, 0, 0.62028, 0, 0.250797, 0, 0.225094, 0.0257031, 0.250797, 0, 0, 0, 0, 0, 0.250797, 0, 0, 0, 0, 0, 0, 0.250797, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28.7814, 0, 0, 0, 0, 0, 0
3.43333, 33.9289, 11.0965, 45.3841, 47.7487, 33.6086, 11.0466, 44.8944, 47.2572, 0, 0, 0, 0, 0.320237, 0.0498227, 0.62028, 0.0888422, 0.320237, 0.0498227, 0, 0, 0.62028, 0, 0.320237, 0, 0.268358, 0.051879, 0.320237, 0, 0, 0, 0, 0, 0.320237, 0, 0, 0, 0, 0, 0, 0.320237, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33.6086, 0, 0, 0, 0, 0, 0
3.45, 35.6247, 11.6447, 45.3841, 47.7487, 35.2419, 11.5835, 44.8944, 47.2572, 0, 0, 0, 0, 0.382832, 0.0612204, 0.62028, 0.0888422, 0.382832, 0.0612204, 0, 0, 0.62028, 0, 0.382832, 0, 0.325356, 0.057476, 0.382832, 0, 0, 0, 0, 0, 0.382832, 0, 0, 0, 0, 0, 0, 0.382832, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35.2419, 0, 0, 0, 0, 0, 0
3.46667, 41.242, 13.4759, 45.3841, 47.7487, 40.7701, 13.4005, 44.8944, 47.2572, 0, 0, 0, 0, 0.471867, 0.0753839, 0.62028, 0.0888422, 0.471867, 0.0753839, 0, 0, 0.62028, 0, 0.471867, 0, 0.410837, 0.0610304, 0.471867, 0, 0, 0, 0, 0, 0.471867, 0, 0, 0, 0, 0, 0, 0.471867, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40.7701, 0, 0, 0, 0, 0, 0
3.48333, 29.461, 9.64752, 45.3841, 47.7487, 29.2374, 9.60988, 44.8944, 47.2572, 0, 0, 0, 0, 0.223574, 0.0376027, 0.62028, 0.0888422, 0.223574, 0.0376027, 0, 0, 0.62028, 0, 0.223574, 0, 0.208245, 0.0153294, 0.223574, 0, 0, 0, 0, 0, 0.223574, 0, 0, 0, 0, 0, 0, 0.223574, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29.2374, 0, 0, 0, 0, 0, 0
3.5, 34.2375, 11.1904, 45.3841, 47.7487, 33.8518, 11.1266, 44.8944, 47.2572, 0, 0, 0, 0, 0.385665, 0.0640389, 0.62028, 0.0888422, 0.385665, 0.0640389, 0, 0, 0.62028, 0, 0.385665, 0, 0.338187, 0.0474778, 0.385665, 0, 0, 0, 0, 0, 0.385665, 0, 0, 0, 0, 0, 0, 0.385665, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33.8518, 0, 0, 0, 0, 0, 0
3.51667, 34.2413, 11.1971, 45.3841, 47.7487, 33.905, 11.144, 44.8944, 47.2572, 0, 0, 0, 0, 0.336326, 0.0529362, 0.62028, 0.0888422, 0.336326, 0.0529362, 0, 0, 0.62028, 0, 0.336326, 0, 0.285251, 0.0510753, 0.336326, 0, 0, 0, 0, 0, 0.336326, 0, 0, 0, 0, 0, 0, 0.336326, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33.905, 0, 0, 0, 0, 0, 0
3.53333, 36.6094, 11.9677, 45.3841, 47.7487, 36.2305, 11.9084, 44.8944, 47.2572, 0, 0, 0, 0, 0.378921, 0.0593121, 0.62028, 0.0888422, 0.378921, 0.0593121, 0, 0, 0.62028, 0, 0.378921, 0, 0.320045, 0.0588756, 0.378921, 0, 0, 0, 0, 0, 0.378921, 0, 0, 0, 0, 0, 0, 0.378921, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36.2305, 0, 0, 0, 0, 0, 0
3.55, 24.2223, 7.93857, 45.3841, 47.7487, 24.0835, 7.91586, 44.8944, 47.2572, 0, 0, 0, 0, 0.13876, 0.022683, 0.62028, 0.0888422, 0.13876, 0.022683, 0, 0, 0.62028, 0, 0.13876, 0, 0.12846, 0.0103, 0.13876, 0, 0, 0, 0, 0, 0.13876, 0, 0, 0, 0, 0, 0, 0.13876, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24.0835, 0, 0, 0, 0, 0, 0
3.56667, 39.491, 12.9012, 45.3841, 47.7487, 39.0261, 12.8273, 44.8944, 47.2572, 0, 0, 0, 0, 0.464962, 0.0739449, 0.62028, 0.0888422, 0.464962, 0.0739449, 0, 0, 0.62028, 0, 0.464962, 0, 0.392086, 0.072876, 0.464962, 0, 0, 0, 0, 0, 0.464962, 0, 0, 0, 0, 0, 0, 0.464962, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39.0261, 0, 0, 0, 0, 0, 0
3.58333, 30.1735, 9.88082, 45.3841, 47.7487, 29.9426, 9.84165, 44.8944, 47.2572, 0, 0, 0, 0, 0.230918, 0.0391354, 0.62028, 0.0888422, 0.230918, 0.0391354, 0, 0, 0.62028, 0, 0.230918, 0, 0.217558, 0.0133594, 0.230918, 0, 0, 0, 0, 0, 0.230918, 0, 0, 0, 0, 0, 0, 0.230918, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29.9426, 0, 0, 0, 0, 0, 0
3.6, 34.5182, 11.2881, 45.3841, 47.7487, 34.1767, 11.2334, 44.8944, 47.2572, 0, 0, 0, 0, 0.341448, 0.0547058, 0.62028, 0.0888422, 0.341448, 0.0547058, 0, 0, 0.62028, 0, 0.341448, 0, 0.292797, 0.0486507, 0.341448, 0, 0, 0, 0, 0, 0.341448, 0, 0, 0, 0, 0, 0, 0.341448, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34.1767, 0, 0, 0, 0, 0, 0
3.61667, 46.7077, 15.2715, 46.7077, 49.1409, 46.2147, 15.19, 46.2147, 48.6471, 0, 0, 0, 0, 0.493015, 0.0814205, 0.62028, 0.0888422, 0.493015, 0.0814205, 0, 0, 0.62028, 0, 0.493015, 0, 0.452363, 0.0406524, 0.493015, 0, 0, 0, 0, 0, 0.493015, 0, 0, 0, 0, 0, 0, 0.493015, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46.2147, 0, 0, 0, 0, 0, 0
3.63333, 34.7118, 11.3575, 46.7077, 49.1409, 34.3914, 11.3039, 46.2147, 48.6471, 0, 0, 0, 0, 0.320378, 0.0535633, 0.62028, 0.0888422, 0.320378, 0.0535633, 0, 0, 0.62028, 0, 0.320378, 0, 0.291604, 0.0287739, 0.320378, 0, 0, 0, 0, 0, 0.320378, 0, 0, 0, 0, 0, 0, 0.320378, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34.3914, 0, 0, 0, 0, 0, 0
3.65, 40.4572, 13.2275, 46.7077, 49.1409, 40.0138, 13.1519, 46.2147, 48.6471, 0, 0, 0, 0, 0.442882, 0.0754809, 0.62028, 0.0888422, 0.442882, 0.0754809, 0, 0, 0.62028, 0, 0.442882, 0, 0.407405, 0.0354767, 0.442882, 0, 0, 0, 0, 0, 0.442882, 0, 0, 0, 0, 0, 0, 0.442882, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40.0138, 0, 0, 0, 0, 0, 0
3.66667, 36.7792, 12.0213, 46.7077, 49.1409, 36.3637, 11.9522, 46.2147, 48.6471, 0, 0, 0, 0, 0.415541, 0.0691052, 0.62028, 0.0888422, 0.415541, 0.0691052, 0, 0, 0.62028, 0, 0.415541, 0, 0.364848, 0.0506933, 0.415541, 0, 0, 0, 0, 0, 0.415541, 0, 0, 0, 0, 0, 0, 0.415541, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36.3637, 0, 0, 0, 0, 0, 0
3.68333, 26.7822, 8.77473, 46.7077, 49.1409, 26.605, 8.74464, 46.2147, 48.6471, 0, 0, 0, 0, 0.177173, 0.0300661, 0.62028, 0.0888422, 0.177173, 0.0300661, 0, 0, 0.62028, 0, 0.177173, 0, 0.166686, 0.0104864, 0.177173, 0, 0, 0, 0, 0, 0.177173, 0, 0, 0, 0, 0, 0, 0.177173, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26.605, 0, 0, 0, 0, 0, 0
3.7, 25.9521, 8.50466, 46.7077, 49.1409, 25.7949, 8.47839, 46.2147, 48.6471, 0, 0, 0, 0, 0.156763, 0.0261594, 0.62028, 0.0888422, 0.156763, 0.0261594, 0, 0, 0.62028, 0, 0.156763, 0, 0.146521, 0.0102417, 0.156763, 0, 0, 0, 0, 0, 0.156763, 0, 0, 0, 0, 0, 0, 0.156763, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25.7949, 0, 0, 0, 0, 0, 0
3.71667, 39.6715, 12.9661, 46.7077, 49.1409, 39.2313, 12.8946, 46.2147, 48.6471, 0, 0, 0, 0, 0.441397, 0.0718256, 0.62028, 0.0888422, 0.441397, 0.0718256, 0, 0, 0.62028, 0, 0.441397, 0, 0.396167, 0.04523, 0.441397, 0, 0, 0, 0, 0, 0.441397, 0, 0, 0, 0, 0, 0, 0.441397, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39.2313, 0, 0, 0, 0, 0, 0
3.73333, 35.1713, 11.5026, 46.7077, 49.1409, 34.8225, 11.4454, 46.2147, 48.6471, 0, 0, 0, 0, 0.34807, 0.0566609, 0.62028, 0.0888422, 0.34807, 0.0566609, 0, 0, 0.62028, 0, 0.34807, 0, 0.311269, 0.0368012, 0.34807, 0, 0, 0, 0, 0, 0.34807, 0, 0, 0, 0, 0, 0, 0.34807, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34.8225, 0, 0, 0, 0, 0, 0
3.75, 30.123, 9.86129, 46.7077, 49.1409, 29.877, 9.8201, 46.2147, 48.6471, 0, 0, 0, 0, 0.245899, 0.0411652, 0.62028, 0.0888422, 0.245899, 0.0411652, 0, 0, 0.62028, 0, 0.245899, 0, 0.227802, 0.0180966, 0.245899, 0, 0, 0, 0, 0, 0.245899, 0, 0, 0, 0, 0, 0, 0.245899, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29.877, 0, 0, 0, 0, 0, 0
3.76667, 31.4949, 10.3044, 46.7077, 49.1409, 31.2129, 10.2592, 46.2147, 48.6471, 0, 0, 0, 0, 0.281944, 0.0451569, 0.62028, 0.0888422, 0.281944, 0.0451569, 0, 0, 0.62028, 0, 0.281944, 0, 0.238719, 0.0432253, 0.281944, 0, 0, 0, 0, 0, 0.281944, 0, 0, 0, 0, 0, 0, 0.281944, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31.2129, 0, 0, 0, 0, 0, 0
