91.1010099101,E06000004
90.0902613382,E07000086
88.5328589439,E08000027
87.6392695683,E08000015
87.1747874678,E06000006
87.1413549618,E08000002
85.8281941806,E06000038
83.5966118526,E07000103
83.0392667409,E07000092
81.6493827236,E07000126
80.7520992436,E08000009
80.4353565095,W06000018
80.2479294072,W06000020
80.0112674143,E08000007
79.5513973806,E06000008
79.4641272045,W06000011
79.0817127561,E08000013
78.9937386795,E06000039
77.7734569858,E06000030
77.6375351675,E08000034
77.3052734378,E08000010
77.2265416277,W06000019
77.1395404026,W06000022
77.0494057615,E08000016
76.699041162,E09000015
76.5355632665,E06000036
76.4989999575,E09000021
76.3863003887,E07000120
76.31843654,E06000001
75.598955624,E09000027
75.5843379272,E06000007
75.4609807258,E08000001
75.3840233891,E07000123
75.316975514,E07000087
75.1905529245,E07000081
74.9862474174,E08000008
74.9674303016,E07000117
74.9371226461,E08000005
74.8522500948,E07000236
74.6272574544,E09000004
74.567366903,E06000021
74.1702598482,E08000011
74.0422842518,E08000014
73.7398677866,E06000029
73.1258666045,E06000012
73.0832304607,E08000036
72.945844579,E09000003
72.6662736469,E08000018
72.3560386998,E08000024
72.0051824707,E08000028
71.9340307044,E06000026
71.9323911502,W06000015
71.7334008569,E08000023
71.6732931401,E09000018
70.8889384285,E08000032
69.8976946994,E08000035
69.8369298106,E06000033
69.823125016,E07000090
69.5162359325,E07000237
69.3041511554,E08000031
67.9887449573,E09000029
67.4336961541,E06000002
66.7439497903,E07000229
66.1271836098,E06000023
65.6035667076,E09000024
64.4973230958,E09000026
63.6164965411,E06000028
63.1168574215,E06000041
62.2194945098,E08000004
61.9486518426,E08000025
61.7142016019,E07000202
60.82204568,E06000045
60.6009177905,E06000032
58.7423635556,E08000019
58.6631460545,E08000021
58.4106678178,E08000022
56.9850731042,E09000008
56.0579977455,E09000009
55.385626349,E06000040
55.3755478107,E09000010
55.3117577876,E07000027
54.7720045007,E07000088
52.89705058,E06000015
52.3391463724,E06000009
52.0907571118,E07000214
51.7582720467,E07000178
50.2146904244,E06000010
50.0355434723,E09000002
49.7642312771,E07000062
48.6539969736,E06000044
48.4399262628,E08000026
48.2644606624,E08000003
45.2808480639,E06000018
42.1525060891,E09000020
36.9798743659,E06000016
36.9795175332,E08000012
35.6880608855,E09000031
33.3559611482,E09000005
31.0236521074,E07000207
29.5959998187,E07000212
27.4635846985,E09000025
26.1467868341,E09000032
25.9467165466,E07000008
25.3639112499,E09000023
24.3646765813,E07000148
20.0365262667,E08000029
19.5368199997,E06000043
18.8420733316,E07000102
16.9703525324,E09000011
16.5377115501,E07000211
15.8840821346,E07000069
15.1326337066,E07000096
12.9826792977,E07000098
11.9710716381,E09000014
11.0204254232,E07000213
10.1644646003,E07000192
8.80512131447,E09000033
8.33814066451,E07000208
8.21083514669,E07000129
8.12254898197,E07000217
7.75160737506,E06000034
7.13273170573,E08000006
7.01071192886,E07000199
6.92650821132,E07000107
6.18650929087,E07000224
5.95408513096,E07000048
5.86829514972,E08000030
5.62690210174,E07000219
5.29189527155,E07000150
5.2603221834,E06000035
5.19936023426,E07000114
