44.0938706101,E07000229
40.2799993395,E06000038
39.8466108662,E07000202
38.8967272942,E06000023
38.3765406494,E08000028
37.1520097585,E06000033
36.9355254496,E08000031
36.6684471713,E07000103
36.6152133623,E06000015
34.1817021575,E09000015
34.1226729522,E06000045
34.0966994872,E08000012
32.5632118513,E06000009
32.5246205578,E06000032
32.5166062902,E06000028
32.433355762,E07000088
32.2358743764,E08000027
32.0917051415,E07000081
31.9373882445,E09000027
31.0653856696,E07000237
31.0643592188,E08000026
30.4155686097,E07000148
30.3651145277,E09000010
29.2724323887,E06000026
29.2110699548,E09000026
28.9852948237,E08000025
28.8550007213,E06000039
28.5499760281,E09000021
28.1644401201,E06000044
28.1576214792,E07000008
28.0734145061,E07000062
27.9651302132,E09000029
27.9602819764,E06000016
27.5272973635,E08000029
27.300185035,E06000010
26.9789286413,E09000018
26.2559794494,E09000003
26.1622412026,E07000224
26.0572506317,E09000002
25.8569914087,E09000008
25.7784231212,E09000031
25.7453987848,E06000018
25.4448439181,E08000003
25.2128192495,E09000024
24.9259337305,E09000005
24.9256537377,E08000016
24.5924506367,E07000178
24.5419000253,E09000009
23.9600824905,E06000036
23.9143112486,E06000043
23.6221692466,E07000086
23.559951404,E09000004
23.4457058617,E07000087
23.1786869694,E06000042
23.0700901094,E06000041
22.8437451267,E08000013
22.7899688351,E08000034
22.7413978116,E07000053
22.6715055753,E06000008
22.5877063185,E07000150
22.5750989831,E07000219
22.5421716086,E07000129
22.457195955,E06000012
22.4350877854,E07000092
22.2726087837,E07000036
22.1087465687,E07000048
22.1005882211,E07000096
22.0962757182,E06000034
21.9353920295,E07000214
21.5924496689,E07000098
21.5890478073,E07000199
21.5210307489,E07000173
21.5181565444,E08000035
21.314698709,E09000017
21.3120543481,E07000174
21.2266767906,E07000212
20.8647415924,E07000236
20.8402970153,E07000192
20.7059484661,S12000044
20.6704212206,E07000078
20.6062423322,E09000023
20.5897435299,E08000006
20.5062899877,E07000154
20.3894096311,E06000021
20.0287642283,E07000102
19.9176425127,E06000007
19.9162077971,E07000126
19.9035915649,W06000018
19.8623764908,E07000114
19.6463976868,E07000120
19.6147727288,W06000020
19.4199441156,E06000040
19.2397159926,E08000014
19.2351834569,E06000006
19.1903560148,W06000022
19.0824749806,E07000095
19.0378955203,E08000001
18.9972410851,S12000038
18.9642136865,E08000022
18.90131244,E07000208
18.8238725261,E07000109
18.6530014299,E07000170
18.583093892,E07000207
18.3999114138,E08000032
18.3838933098,E08000019
18.3168858489,E07000069
18.199315421,W06000019
18.1837844777,E07000211
18.1724348123,E08000009
18.0916488927,E08000018
17.90533733,E06000004
17.8547907612,E07000223
17.8397745562,E08000030
17.749104546,E08000002
17.5488592238,E07000041
17.3973200333,E07000217
17.3569167203,E06000027
17.0625911621,E07000117
16.7920737446,E07000213
16.6761739562,E08000008
16.5277085114,E09000025
16.4468934883,S12000036
16.3392842892,E06000001
16.3303074682,E07000066
16.2043677965,E07000172
16.1681400911,E07000226
15.9722257094,W06000015
15.9637720286,E09000011
15.910157265,E07000034
15.8344689986,E08000015
15.8135201364,E09000032
15.6825807259,E08000007
15.6157644117,E08000024
15.5979878018,E06000030
15.5504932155,W06000011
15.3837892149,E06000029
15.2904594746,E08000010
15.2312847761,E08000011
15.2264255384,E08000036
15.0527044708,E07000061
15.0162281559,E09000012
14.9936539894,E09000016
14.9769201296,E07000130
14.9627960934,E09000013
14.8451943713,E08000004
14.7721606956,E08000023
14.7217293144,S12000033
14.4604359619,E07000027
14.3281945901,E07000073
14.1411562019,E09000014
13.9361637737,E06000014
13.6894296901,E06000002
13.5190510058,E06000035
13.4314880837,E07000107
13.2808953205,S12000042
