83.5379363346,E07000103
78.6470439406,E06000039
74.957348061,E07000081
73.912550076,E06000030
73.8441763078,E08000002
70.9205982581,E07000086
68.7546749587,E08000035
64.9720062594,E06000007
63.7306283584,E09000015
63.4688248036,E09000024
62.3255496902,E08000015
61.7858347425,E08000025
56.8694383424,E06000038
53.62086567,E09000029
53.0015973041,W06000011
49.3878849761,E07000229
49.284598731,E09000027
48.0385289463,E06000044
47.112629525,E07000087
47.0796655616,E08000022
44.9255608736,E09000021
43.1339860715,E08000005
42.4181100907,E09000003
41.6878617449,E06000028
40.3895869575,E09000009
40.2176782548,W06000018
40.1239647036,W06000020
39.9161196058,E08000016
39.6168747183,E06000023
38.6466078478,E06000041
38.6132708138,W06000019
37.4837151508,E07000117
37.3914693009,E08000032
37.2644409536,E06000015
37.0851299241,E08000011
36.8701245064,E09000008
36.7086161304,E08000019
36.5357864947,E08000018
35.6620172246,E07000236
32.2486615479,E09000026
32.1538394772,E06000009
31.841834568,E09000004
31.4896178358,E07000214
30.8774010668,E08000023
30.8074084241,E09000020
30.1313282377,E07000178
29.0886840537,E08000009
28.8346924587,E06000033
27.7143767216,E07000207
27.6558788938,E07000027
27.6157401173,E08000008
27.3860022503,E07000088
26.732679715,E06000021
26.3133566362,E06000040
25.9112964074,E07000090
25.2829105046,E08000036
24.576970679,E08000007
23.2265270793,E09000025
22.5683670819,E09000010
22.4190381492,E08000034
21.588947766,W06000022
21.4159265818,E06000029
19.4451745788,E06000032
18.9732041373,E07000123
17.8848155963,E08000021
17.7443706213,E08000028
17.5388499458,E08000013
17.146773828,E07000008
16.6545615276,E09000005
16.5415289418,E07000126
15.9070692597,E08000004
15.5605017472,E09000023
15.5390849894,E07000062
15.4678403653,E07000102
15.4609089643,E09000002
15.2484158972,E06000001
14.7303838458,E06000018
14.5517033665,E08000010
13.6744619281,E07000096
13.4023964682,E08000027
12.7267517341,E08000001
11.6650246041,E09000011
11.4800637669,E07000120
10.5519369598,E06000008
10.2004515516,E07000098
10.1313075925,E06000012
10.0414638159,E06000043
9.57453393393,E07000212
9.32803685534,E08000024
9.11612166328,E09000032
9.04804127546,E06000026
8.72235503133,E06000002
8.56050309554,E08000029
8.46023462632,E08000003
8.13789731218,E06000036
7.94204106729,E07000069
7.71386683986,E07000202
7.17890391006,E06000006
6.78598212622,E07000213
6.7798023313,E08000031
6.71333784958,E07000217
6.39659143531,E06000004
6.25088866911,E09000033
5.49367694591,E08000014
5.49036024286,E09000031
4.96018895238,E07000048
4.84509325338,E07000224
4.74523794216,E07000208
4.49547466742,E07000199
4.40177647966,E06000035
3.74447865108,E06000045
3.6365395194,E07000114
3.47622315286,E09000016
3.46325410566,E07000107
3.43879712005,E09000014
3.35922492803,E07000129
3.25770574165,E06000042
3.21775313342,W06000015
3.09653187571,E09000006
3.00914093151,E09000018
3.00349454787,E06000034
2.80017678384,E07000211
