bus appr real min1 max1 min2 max2   1.0000000e+00   9.9007812e-01   9.8929671e-01   9.8111491e-01   9.9904134e-01   9.8247275e-01   9.9768350e-01
   4.4000000e+01   9.6341167e-01   9.6056917e-01   8.9506717e-01   1.0317562e+00   9.3282077e-01   9.9400257e-01
   4.5000000e+01   9.6325233e-01   9.6039970e-01   8.8818541e-01   1.0383192e+00   9.3225163e-01   9.9425302e-01
   4.6000000e+01   9.6315939e-01   9.6030083e-01   8.8024966e-01   1.0460691e+00   9.3189820e-01   9.9442057e-01
   4.7000000e+01   9.6277141e-01   9.5988263e-01   9.0899213e-01   1.0165507e+00   9.3311086e-01   9.9243196e-01
   4.8000000e+01   9.6155713e-01   9.5858800e-01   9.0217584e-01   1.0209384e+00   9.3079782e-01   9.9231644e-01
   4.9000000e+01   9.6037663e-01   9.5732936e-01   8.9539334e-01   1.0253599e+00   9.2859654e-01   9.9215673e-01
   5.0000000e+01   9.5951218e-01   9.5640783e-01   8.9004728e-01   1.0289771e+00   9.2699604e-01   9.9202832e-01
   5.1000000e+01   9.5849828e-01   9.5532721e-01   8.8343137e-01   1.0335652e+00   9.2517721e-01   9.9181935e-01
   5.2000000e+01   9.5824268e-01   9.5505504e-01   8.7981456e-01   1.0366708e+00   9.2482042e-01   9.9166494e-01
   5.3000000e+01   9.5812365e-01   9.5492719e-01   8.7745472e-01   1.0387926e+00   9.2429238e-01   9.9195492e-01
   5.4000000e+01   9.5802432e-01   9.5482065e-01   8.7175339e-01   1.0442953e+00   9.2383311e-01   9.9221553e-01
   5.5000000e+01   9.5799121e-01   9.5478514e-01   8.6611827e-01   1.0498642e+00   9.2360949e-01   9.9237293e-01
