bus appr real min1 max1 min2 max2   1.0000000e+00   9.8020685e-01   9.7659791e-01   9.4435400e-01   1.0160597e+00   9.4978536e-01   1.0106283e+00
   2.0000000e+00   9.6613647e-01   9.5984527e-01   9.0339398e-01   1.0288790e+00   9.1322581e-01   1.0190471e+00
   3.0000000e+00   9.5687060e-01   9.4879585e-01   8.7620168e-01   1.0375395e+00   8.8917152e-01   1.0245697e+00
   4.0000000e+00   9.4353825e-01   9.3282937e-01   8.3597969e-01   1.0510968e+00   8.5393676e-01   1.0331397e+00
   5.0000000e+00   9.3275987e-01   9.1953586e-01   7.8934845e-01   1.0761713e+00   8.2252846e-01   1.0429913e+00
   6.0000000e+00   9.2750351e-01   9.1303726e-01   7.6616566e-01   1.0888414e+00   8.0674583e-01   1.0482612e+00
   7.0000000e+00   9.2429258e-01   9.0905993e-01   7.5175071e-01   1.0968344e+00   7.9701976e-01   1.0515654e+00
   8.0000000e+00   9.2415039e-01   9.0889577e-01   7.2695969e-01   1.1213411e+00   7.9594366e-01   1.0523571e+00
   9.0000000e+00   9.2407931e-01   9.0881370e-01   7.0223977e-01   1.1459188e+00   7.9534636e-01   1.0528123e+00
   1.0000000e+01   9.1552034e-01   8.9817196e-01   7.1160723e-01   1.1194335e+00   7.7117277e-01   1.0598679e+00
   1.1000000e+01   8.9729185e-01   8.7549012e-01   6.2615464e-01   1.1684291e+00   7.1574485e-01   1.0788389e+00
   1.2000000e+01   8.9467657e-01   8.7247813e-01   5.9446570e-01   1.1948875e+00   7.1015951e-01   1.0791936e+00
   1.3000000e+01   8.9303793e-01   8.7059030e-01   5.7162955e-01   1.2144463e+00   7.0666063e-01   1.0794152e+00
   1.4000000e+01   8.9014475e-01   8.6725676e-01   5.2479050e-01   1.2554990e+00   7.0061451e-01   1.0796750e+00
   1.5000000e+01   8.8749297e-01   8.6420636e-01   4.6679002e-01   1.3081959e+00   6.9498125e-01   1.0800047e+00
   1.6000000e+01   8.8683428e-01   8.6344032e-01   4.2278944e-01   1.3508791e+00   6.9302321e-01   1.0806454e+00
