hour, t(sec), V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
5, 3420.00000, 251.607, -29.9864, 250.867, -149.986, 251.327, 89.9329, 4.0775E-010, -45.5422, 1.14531, 11.8135, 8.51629E-011, -19.9831
5, 3480.00000, 251.293, -30.1472, 252.341, -149.961, 250.365, 90.0696, 4.34811E-010, -46.017, 1.15221, 11.8449, 8.36735E-011, 0
5, 3540.00000, 251.287, -30.1167, 252.196, -149.978, 250.656, 90.059, 4.2446E-010, -44.6528, 1.1512, 11.823, 1.02446E-010, -16.5044
6, 0.00000, 251.356, -30.1038, 252.08, -149.977, 250.735, 90.0458, 4.14127E-010, -40.5467, 1.15078, 11.8316, 7.83645E-011, -21.8014
6, 60.00000, 250.403, -29.9962, 251.843, -150.118, 251.89, 90.0795, 4.43867E-010, -36.1655, 1.14984, 11.6861, 7.97871E-011, -46.8476
6, 120.00000, 250.421, -29.997, 251.809, -150.114, 251.851, 90.0753, 3.93411E-010, -49.3125, 1.14969, 11.6941, 8.73115E-011, 0
6, 180.00000, 250.487, -29.9921, 251.778, -150.112, 251.905, 90.0691, 4.22006E-010, -43.6028, 1.14951, 11.6964, 7.83645E-011, -21.8014
6, 240.00000, 251.54, -30.0205, 251.699, -150.009, 251.534, 90.0021, 4.0521E-010, -45.9094, 1.14921, 11.7998, 8.85906E-011, -19.179
6, 300.00000, 251.567, -30.0013, 251.542, -150.015, 251.669, 89.9887, 4.46631E-010, -47.1455, 1.14823, 11.7911, 7.16599E-011, -23.9625
6, 360.00000, 251.565, -29.9987, 251.534, -150.017, 251.692, 89.9865, 4.69567E-010, -40.6013, 1.14846, 11.7902, 1.01928E-010, 34.8245
6, 420.00000, 251.546, -29.9976, 251.509, -150.018, 251.685, 89.9857, 4.25083E-010, -41.8779, 1.14832, 11.7887, 1.04935E-010, -33.6901
6, 480.00000, 251.508, -30.0005, 251.524, -150.019, 251.66, 89.989, 4.41265E-010, -43.8309, 1.14844, 11.7861, 1.04935E-010, -33.6901
6, 540.00000, 251.493, -30.0032, 251.569, -150.02, 251.658, 89.9931, 4.36349E-010, -47.1961, 1.14868, 11.7857, 7.27596E-011, 0
6, 600.00000, 251.603, -29.9976, 251.456, -150.01, 251.644, 89.9779, 4.39281E-010, -48.1891, 1.14799, 11.8021, 8.51629E-011, 19.9831
6, 660.00000, 251.718, -29.9877, 251.34, -150.003, 251.682, 89.9628, 3.76456E-010, -48.9182, 1.14741, 11.8075, 8.51629E-011, -19.9831
6, 720.00000, 251.724, -29.9813, 251.297, -150.003, 251.73, 89.9586, 4.16167E-010, -41.6335, 1.61892, 11.8036, 1.04935E-010, -33.6901
6, 780.00000, 251.667, -29.9881, 251.405, -150.01, 251.726, 89.9706, 4.39974E-010, -49.5272, 0.92112, 11.7924, 9.45874E-011, 0
6, 840.00000, 251.662, -29.985, 251.398, -150.012, 251.761, 89.9702, 4.51406E-010, -38.9483, 0.920999, 11.7927, 9.89637E-011, -36.0274
6, 900.00000, 251.553, -29.9817, 251.404, -150.023, 251.807, 89.9777, 4.30528E-010, -41.2315, 0.921017, 11.7752, 9.89637E-011, -36.0274
6, 960.00000, 251.582, -29.9714, 251.29, -150.024, 251.859, 89.9678, 4.25756E-010, -44.4807, 0.920465, 11.783, 9.89637E-011, -17.1027
6, 1020.00000, 251.642, -29.9544, 251.043, -150.018, 251.888, 89.9449, 4.36076E-010, -45.845, 1.76208, 11.7911, 8.51629E-011, -19.9831
6, 1080.00000, 251.738, -29.9681, 251.13, -150.005, 251.796, 89.9458, 4.51828E-010, -40.1009, 1.76301, 11.8043, 8.85906E-011, -19.179
6, 1140.00000, 251.86, -29.9731, 251.165, -149.994, 251.766, 89.9412, 4.31315E-010, -42.4362, 1.76318, 11.8161, 7.27596E-011, 0
6, 1200.00000, 251.864, -29.9773, 251.179, -149.991, 251.722, 89.9421, 4.03049E-010, -47.7437, 1.76326, 11.8169, 8.73115E-011, 0
6, 1260.00000, 251.818, -29.9807, 251.203, -149.992, 251.68, 89.947, 4.38795E-010, -40.2921, 1.76344, 11.8145, 8.73115E-011, 0
6, 1320.00000, 251.837, -29.9718, 251.076, -149.991, 251.698, 89.936, 4.38618E-010, -45.5041, 1.76239, 11.8171, 8.85906E-011, -19.179
6, 1380.00000, 251.866, -29.966, 250.987, -149.988, 251.706, 89.9274, 4.20753E-010, -46.5765, 1.7618, 11.8198, 9.20344E-011, -18.4349
6, 1440.00000, 251.885, -29.9615, 250.968, -149.99, 251.752, 89.925, 4.25083E-010, -41.8779, 1.76171, 11.8178, 9.20344E-011, -18.4349
6, 1500.00000, 251.606, -29.9523, 250.962, -150.017, 251.848, 89.9408, 4.34125E-010, -39.5597, 1.76169, 11.7837, 1.07981E-010, -32.6192
6, 1560.00000, 251.637, -29.9445, 250.933, -150.018, 251.918, 89.9366, 4.1569E-010, -43.0495, 1.76145, 11.7889, 1.11063E-010, -31.6075
6, 1620.00000, 251.565, -29.9867, 251.129, -150.001, 251.511, 89.9559, 4.30978E-010, -43.8029, 1.76323, 11.8095, 9.20344E-011, -18.4349
6, 1680.00000, 251.115, -29.9736, 251.111, -150.046, 251.707, 89.9793, 4.41325E-010, -46.503, 1.76272, 11.7461, 9.89637E-011, -36.0274
6, 1740.00000, 251.167, -29.9679, 251.012, -150.042, 251.708, 89.9687, 4.52607E-010, -37.6528, 1.76196, 11.7667, 1.1136E-010, -51.6325
6, 1800.00000, 251.182, -29.9743, 251.092, -150.041, 251.681, 89.9743, 4.28637E-010, -42.7644, 1.29148, 11.7678, 1.20932E-010, -46.2189
6, 1860.00000, 251.763, -29.9784, 251.026, -149.99, 251.557, 89.936, 4.42579E-010, -43.6678, 1.29107, 11.8186, 9.89637E-011, -36.0274
6, 1920.00000, 251.721, -29.9835, 251.115, -149.994, 251.568, 89.9454, 4.59225E-010, -44.1976, 1.2916, 11.81, 9.89637E-011, -17.1027
6, 1980.00000, 251.738, -29.9876, 251.207, -149.994, 251.584, 89.9507, 4.3217E-010, -45, 1.29211, 11.8135, 8.51629E-011, -19.9831
6, 2040.00000, 251.638, -29.9894, 251.249, -150.001, 251.596, 89.9592, 4.3266E-010, -47.7263, 1.29228, 11.8013, 9.89637E-011, -17.1027
6, 2100.00000, 251.695, -30.0008, 251.275, -149.99, 251.466, 89.958, 4.20261E-010, -41.1393, 1.29243, 11.8219, 1.01928E-010, -34.8245
6, 2160.00000, 251.696, -30.0025, 251.281, -149.989, 251.449, 89.9584, 4.39895E-010, -45.3351, 1.2924, 11.8185, 6.50781E-011, -26.5651
6, 2220.00000, 251.715, -30.0761, 251.604, -149.948, 250.709, 89.9748, 4.22006E-010, -43.6028, 1.29466, 11.8734, 1.0594E-010, -15.9454
6, 2280.00000, 251.652, -30.0814, 251.703, -149.953, 250.711, 89.9862, 4.31315E-010, -42.4362, 1.29467, 11.8517, 9.31777E-011, -38.6598
6, 2340.00000, 251.57, -30.0935, 251.869, -149.96, 250.68, 90.0036, 4.6484E-010, -42.3039, 0.450193, 11.8368, 8.49295E-011, -43.2643
6, 2400.00000, 251.441, -30.0923, 251.891, -149.97, 250.689, 90.0129, 4.48937E-010, -44.1792, 0.450098, 11.8257, 9.20344E-011, 18.4349
6, 2460.00000, 251.344, -30.088, 251.888, -149.981, 250.727, 90.0186, 4.27304E-010, -42.93, 0.450033, 11.8161, 9.09495E-011, 0
6, 2520.00000, 251.385, -30.0879, 251.855, -149.978, 250.709, 90.0139, 4.63153E-010, -43.727, 0.449959, 11.8327, 7.27596E-011, 0
6, 2580.00000, 251.377, -30.0832, 251.84, -149.982, 250.759, 90.013, 3.78577E-010, -42.2737, 0.449937, 11.8207, 8.51629E-011, -19.9831
6, 2640.00000, 251.334, -30.1008, 252.016, -149.982, 250.667, 90.0296, 4.33271E-010, -40.9144, 0.450506, 11.8214, 9.89637E-011, -36.0274
6, 2700.00000, 251.327, -30.0996, 252.024, -149.984, 250.689, 90.0308, 4.63153E-010, -46.273, 0.450306, 11.8194, 9.20344E-011, 18.4349
6, 2760.00000, 251.369, -30.0988, 252.009, -149.981, 250.689, 90.0273, 4.48907E-010, -45.4925, 0.45025, 11.8302, 8.85906E-011, -19.179
6, 2820.00000, 251.335, -30.099, 252.011, -149.983, 250.699, 90.0292, 4.22006E-010, -43.6028, 0.450282, 11.8177, 8.73115E-011, 0
6, 2880.00000, 251.263, -30.0979, 252.043, -149.991, 250.744, 90.0357, 4.10467E-010, -46.6161, 0.450371, 11.8032, 8.51629E-011, -19.9831
6, 2940.00000, 251.248, -30.0975, 252.041, -149.993, 250.749, 90.0365, 4.25083E-010, -41.8779, 0.450303, 11.8118, 6.50781E-011, -26.5651
6, 3000.00000, 248.281, -30.0456, 252.347, -150.271, 251.662, 90.2281, 3.60288E-010, -46.6366, 0.450874, 11.5222, 1.0594E-010, -15.9454
6, 3060.00000, 248.231, -30.0504, 252.425, -150.273, 251.653, 90.2366, 4.29162E-010, -41.3915, 0.678907, 11.5294, 8.85906E-011, -19.179
6, 3120.00000, 248.264, -30.0477, 252.32, -150.268, 251.618, 90.2263, 4.48583E-010, -39.2404, 0.678408, 11.5425, 8.00355E-011, 0
6, 3180.00000, 251.245, -30.1159, 252.103, -149.98, 250.541, 90.0407, 4.15467E-010, -44.4679, 0.723432, 11.8391, 1.01928E-010, -34.8245
6, 3240.00000, 251.245, -30.1186, 252.122, -149.979, 250.509, 90.0425, 4.15499E-010, -45.8869, 0.541492, 11.831, 9.20344E-011, -18.4349
6, 3300.00000, 251.363, -30.2761, 252.624, -149.874, 248.851, 90.0807, 4.34125E-010, -39.5597, 0.5426, 11.9343, 6.18456E-011, -28.0725
6, 3360.00000, 251.684, -30.2014, 251.495, -149.857, 248.972, 89.9762, 4.2446E-010, -44.6528, 0.54009, 11.9513, 1.23477E-010, -45
6, 3420.00000, 251.811, -30.3262, 251.851, -149.77, 247.557, 89.9822, 4.13039E-010, -43.394, 0.541572, 12.0897, 9.60454E-011, -37.3039
6, 3480.00000, 252.109, -30.238, 250.584, -149.75, 247.735, 89.8653, 4.10467E-010, -46.6161, 0.538147, 12.0574, 9.89637E-011, -36.0274
6, 3540.00000, 252.264, -30.2249, 250.483, -149.744, 247.857, 89.8478, 4.05896E-010, -41.5482, 0.718658, 12.066, 8.51629E-011, -19.9831
7, 0.00000, 251.973, -30.0299, 249.832, -149.884, 250.032, 89.837, 4.19505E-010, -46.757, 0.716846, 11.9199, 9.89637E-011, -17.1027
7, 60.00000, 251.55, -30.1109, 251.032, -149.916, 249.903, 89.9545, 4.37587E-010, -47.0214, 0.720379, 11.8884, 8.85906E-011, -19.179
7, 120.00000, 251.84, -30.1247, 251.024, -149.885, 249.756, 89.9368, 4.32292E-010, -46.3639, 0.720344, 11.9409, 6.50781E-011, -26.5651
7, 180.00000, 251.763, -30.1329, 251.098, -149.888, 249.706, 89.9469, 3.95223E-010, -47.4248, 0.720629, 11.9133, 9.89637E-011, -17.1027
7, 240.00000, 251.731, -30.13, 251.127, -149.891, 249.735, 89.9512, 4.18735E-010, -48.3458, 0.720638, 11.9121, 8.51629E-011, 19.9831
7, 300.00000, 250.988, -30.1223, 251.216, -149.958, 249.91, 90.0005, 4.27799E-010, -41.5526, 0.720875, 11.8462, 9.89637E-011, -17.1027
7, 360.00000, 250.979, -30.1206, 251.2, -149.959, 249.916, 89.9998, 4.17881E-010, -38.8156, 0.720808, 11.8465, 7.16599E-011, -23.9625
7, 420.00000, 250.171, -30.4597, 252.463, -149.822, 246.41, 90.141, 4.03947E-010, -46.0947, 0.724499, 11.9834, 1.17321E-010, -29.7449
7, 480.00000, 250.839, -30.4722, 252.43, -149.761, 246.198, 90.101, 4.30886E-010, -45.171, 0.724324, 12.0863, 9.54926E-011, 17.7447
7, 540.00000, 250.667, -30.4641, 252.424, -149.779, 246.295, 90.11, 4.27056E-010, -44.3097, 0.724326, 12.0163, 8.85906E-011, -19.179
7, 600.00000, 245.984, -30.0104, 251.654, -150.431, 251.411, 90.3248, 4.23731E-010, -42.0421, 0.722059, 11.3673, 9.20344E-011, -18.4349
7, 660.00000, 246.056, -30.0089, 251.592, -150.425, 251.398, 90.3158, 4.09026E-010, -45.3603, 0.721896, 11.3852, 9.20344E-011, 18.4349
7, 720.00000, 246.084, -29.9954, 251.404, -150.42, 251.413, 90.2992, 3.80064E-010, -48.2981, 1.8917, 11.3881, 9.89637E-011, 17.1027
7, 780.00000, 249.31, -30.065, 251.09, -150.118, 250.49, 90.088, 4.13455E-010, -41.9685, 1.70823, 11.6918, 8.36735E-011, 0
7, 840.00000, 249.376, -30.0684, 251.115, -150.111, 250.463, 90.0862, 4.51065E-010, -41.4033, 1.98028, 11.6977, 8.51629E-011, -19.9831
7, 900.00000, 249.158, -29.9357, 250.671, -150.208, 251.847, 90.059, 3.98359E-010, -41.1121, 1.97673, 11.5988, 8.00355E-011, 0
7, 960.00000, 249.987, -30.0366, 251.64, -150.113, 251.321, 90.0837, 4.01432E-010, -46.4688, 1.98444, 11.6949, 9.45874E-011, 0
7, 1020.00000, 249.945, -30.0445, 251.703, -150.115, 251.272, 90.0911, 4.14809E-010, -41.8005, 1.89413, 11.6919, 8.73115E-011, 0
7, 1080.00000, 249.965, -30.0505, 251.747, -150.111, 251.229, 90.093, 4.27056E-010, -44.3097, 1.89445, 11.6976, 9.89637E-011, -36.0274
7, 1140.00000, 248.527, -30.0156, 251.9, -150.251, 251.715, 90.1884, 4.48343E-010, -41.7108, 1.89554, 11.5555, 9.20344E-011, 18.4349
7, 1200.00000, 248.1, -30.0358, 251.872, -150.284, 251.846, 90.2043, 4.62753E-010, -36.6897, 2.16802, 11.5165, 9.60454E-011, -37.3039
7, 1260.00000, 248.137, -30.0205, 251.671, -150.282, 251.881, 90.1863, 4.35358E-010, -41.9516, 2.41585, 11.5265, 1.04935E-010, -33.6901
7, 1320.00000, 250.802, -29.7307, 246.706, -150.062, 251.983, 89.6491, 4.10757E-010, -42.3078, 2.3683, 11.7474, 1.01863E-010, 0
7, 1380.00000, 251.021, -29.7047, 246.634, -150.051, 252.025, 89.6344, 4.2188E-010, -45, 2.36757, 11.759, 8.00355E-011, 0
7, 1440.00000, 251.016, -29.7117, 246.66, -150.047, 251.941, 89.6381, 3.9035E-010, -39.327, 2.36792, 11.7618, 7.83645E-011, -21.8014
7, 1500.00000, 249.776, -30.3878, 252.704, -149.92, 247.681, 90.1739, 4.36027E-010, -40.6013, 2.4261, 11.8871, 8.51629E-011, -19.9831
7, 1560.00000, 249.736, -30.3912, 252.728, -149.921, 247.636, 90.1776, 4.22006E-010, -43.6028, 2.51737, 11.8874, 8.85906E-011, -19.179
7, 1620.00000, 252.116, -30.1592, 248.948, -149.756, 247.838, 89.755, 4.24834E-010, -47.4293, 2.47962, 12.0534, 9.89637E-011, 17.1027
7, 1680.00000, 251.794, -29.7961, 247.688, -149.999, 251.696, 89.6787, 4.30978E-010, -43.8029, 2.28832, 11.8081, 9.45874E-011, 0
7, 1740.00000, 251.876, -29.7923, 247.598, -149.991, 251.669, 89.667, 4.18893E-010, -41.303, 2.28752, 11.8184, 8.85906E-011, -19.179
7, 1800.00000, 250.765, -30.0261, 251.174, -150.05, 251.263, 90.0022, 4.09091E-010, -43.9191, 1.84945, 11.7549, 8.76141E-011, -41.6335
7, 1860.00000, 251.003, -30.0115, 250.847, -150.034, 251.211, 89.9657, 4.45634E-010, -42.022, 1.14491, 11.7861, 6.83514E-011, -25.2011
7, 1920.00000, 250.961, -30.0064, 250.905, -150.045, 251.322, 89.9711, 4.55503E-010, -43.3819, 0.448309, 11.7514, 8.73115E-011, 0
7, 1980.00000, 251.076, -29.9908, 250.737, -150.04, 251.405, 89.9514, 4.23883E-010, -39.4278, 0.447796, 11.7717, 9.89637E-011, -17.1027
7, 2040.00000, 250.918, -30.0128, 251.127, -150.049, 251.393, 89.989, 4.23606E-010, -47.6105, 0.449214, 11.7358, 9.89637E-011, 17.1027
7, 2100.00000, 250.885, -30.0096, 251.166, -150.055, 251.464, 89.994, 4.35115E-010, -47.3718, 0.448779, 11.7416, 7.83645E-011, -21.8014
7, 2160.00000, 250.904, -30.0134, 251.136, -150.049, 251.392, 89.991, 4.2188E-010, -45, 0.448708, 11.7625, 8.00355E-011, 0
7, 2220.00000, 251.053, -30.0135, 251.086, -150.036, 251.352, 89.9786, 4.49114E-010, -46.8053, 0.448559, 11.7919, 8.17534E-011, 20.8545
7, 2280.00000, 251.049, -30.0276, 251.128, -150.029, 251.219, 89.9822, 4.48907E-010, -45.4925, 0.448797, 11.783, 9.60454E-011, -37.3039
7, 2340.00000, 251.286, -29.9658, 250.21, -150.018, 251.352, 89.8988, 4.20753E-010, -46.5765, 0.447027, 11.7903, 9.89637E-011, -36.0274
7, 2400.00000, 251.491, -29.9337, 249.783, -150.021, 251.491, 89.8568, 4.37345E-010, -44.326, 0.445781, 11.7976, 9.60454E-011, -37.3039
7, 2460.00000, 251.617, -29.9464, 249.831, -150.002, 251.375, 89.853, 4.60819E-010, -42.7605, 0.446464, 11.8167, 1.28725E-010, -42.7094
7, 2520.00000, 250.072, -29.9818, 250.977, -150.139, 251.663, 90.0305, 4.49051E-010, -40.3999, 0.448475, 11.6586, 7.97871E-011, -46.8476
7, 2580.00000, 250.007, -29.9914, 251.083, -150.142, 251.627, 90.0426, 4.33611E-010, -43.4702, 0.448736, 11.6584, 8.00355E-011, 0
7, 2640.00000, 251.23, -29.7792, 247.558, -150.062, 251.787, 89.7058, 4.28329E-010, -45.5162, 0.442241, 11.7505, 1.04935E-010, -33.6901
7, 2700.00000, 252.45, -29.8994, 247.754, -149.889, 250.437, 89.6528, 4.24523E-010, -46.0416, 0.442693, 11.9215, 9.54926E-011, -17.7447
7, 2760.00000, 252.34, -29.8795, 247.69, -149.91, 250.643, 89.6529, 3.97461E-010, -45.5563, 0.442469, 11.8813, 7.63976E-011, 0
7, 2820.00000, 251.07, -30.1089, 251.289, -149.984, 250.312, 89.9991, 4.36046E-010, -44.493, 0.449162, 11.8086, 1.01928E-010, -34.8245
7, 2880.00000, 250.925, -30.0132, 250.949, -150.053, 251.303, 89.9772, 4.05406E-010, -43, 0.448347, 11.7505, 7.83645E-011, -21.8014
7, 2940.00000, 251.079, -30.1682, 251.477, -149.948, 249.653, 90.0054, 4.42938E-010, -42.337, 0.449371, 11.8603, 8.51629E-011, -19.9831
7, 3000.00000, 251.347, -30.1615, 251.497, -149.924, 249.536, 89.9942, 4.49202E-010, -42.8668, 0.449367, 11.9149, 1.11063E-010, -31.6075
7, 3060.00000, 249.483, -30.1185, 251.736, -150.103, 250.114, 90.1221, 4.31315E-010, -42.4362, 0.449787, 11.6968, 7.63976E-011, 0
7, 3120.00000, 249.49, -30.1762, 251.934, -150.069, 249.51, 90.1371, 4.21633E-010, -40.9766, 0.450537, 11.7625, 5.82077E-011, 0
7, 3180.00000, 249.405, -30.185, 252.056, -150.075, 249.489, 90.1517, 4.27056E-010, -45.6903, 0.450481, 11.7222, 9.89637E-011, -17.1027
7, 3240.00000, 249.708, -30.1104, 251.008, -150.058, 249.661, 90.0526, 3.77233E-010, -42.4595, 0.448458, 11.7495, 9.20344E-011, -18.4349
7, 3300.00000, 249.615, -30.0447, 250.717, -150.101, 250.298, 90.0359, 4.03881E-010, -44.6351, 0.4475, 11.6679, 7.63976E-011, 0
7, 3360.00000, 249.699, -30.011, 250.257, -150.103, 250.406, 89.9967, 4.09091E-010, -43.9191, 0.446665, 11.7108, 8.00355E-011, 0
7, 3420.00000, 249.66, -30.3782, 252.267, -149.924, 247.096, 90.1523, 4.49051E-010, -40.3999, 0.45081, 11.8829, 1.01928E-010, -34.8245
7, 3480.00000, 249.778, -30.4241, 252.315, -149.88, 246.512, 90.1455, 4.32292E-010, -46.3639, 1.29785, 11.9351, 7.63976E-011, 0
7, 3540.00000, 249.653, -30.4473, 252.724, -149.888, 246.526, 90.1833, 3.9699E-010, -48.7153, 1.30023, 11.9141, 9.89637E-011, 17.1027
8, 0.00000, 249.272, -30.1401, 251.767, -150.105, 249.84, 90.1334, 3.99135E-010, -42.4142, 1.29481, 11.7007, 9.60454E-011, -37.3039
8, 60.00000, 248.124, -30.1643, 252.086, -150.184, 249.614, 90.223, 4.19946E-010, -48.1604, 1.29689, 11.6069, 8.73115E-011, 0
8, 120.00000, 248.001, -30.1508, 252.023, -150.199, 249.712, 90.2255, 4.30978E-010, -43.8029, 1.56897, 11.606, 7.63976E-011, 0
8, 180.00000, 249.221, -30.191, 251.951, -150.077, 249.251, 90.1488, 4.46631E-010, -47.1455, 1.56857, 11.7555, 8.17534E-011, 20.8545
8, 240.00000, 249.701, -30.0757, 250.562, -150.069, 249.751, 90.019, 4.12975E-010, -46.2492, 1.55991, 11.7386, 1.20932E-010, -46.2189
8, 300.00000, 246.086, -29.9936, 250.899, -150.412, 250.86, 90.254, 4.27056E-010, -45.6903, 1.56204, 11.3937, 8.36735E-011, 0
8, 360.00000, 245.287, -30.1033, 251.159, -150.439, 250.461, 90.3067, 4.3892E-010, -42.8168, 1.56395, 11.3651, 5.82077E-011, 0
8, 420.00000, 245.228, -30.1068, 251.321, -150.432, 250.496, 90.32, 4.13327E-010, -47.6754, 2.0183, 11.3755, 8.17534E-011, 20.8545
8, 480.00000, 248.974, -30.192, 250.912, -150.075, 249.31, 90.0717, 4.43897E-010, -43.5057, 2.01487, 11.7349, 7.49989E-011, -22.8337
8, 540.00000, 249.715, -30.0605, 250.491, -150.063, 249.904, 90.0168, 4.33611E-010, -43.4702, 2.0109, 11.7505, 8.00355E-011, 0
8, 600.00000, 249.737, -29.9713, 250.065, -150.11, 250.748, 89.9795, 4.00591E-010, -39.4725, 2.27828, 11.6931, 7.16599E-011, -23.9625
8, 660.00000, 251.432, -30.03, 249.985, -149.94, 250.086, 89.8732, 4.80051E-010, -43.0039, 2.25548, 11.8694, 7.83645E-011, 21.8014
8, 720.00000, 251.236, -30.0231, 249.975, -149.959, 250.167, 89.8838, 4.29667E-010, -43.9708, 2.41323, 11.8464, 1.20493E-010, -28.8866
8, 780.00000, 247.96, -29.9372, 249.834, -150.267, 251.255, 90.0596, 4.23883E-010, -39.4278, 2.41186, 11.5402, 9.09495E-011, 0
8, 840.00000, 247.733, -29.9386, 249.91, -150.284, 251.266, 90.0784, 4.50243E-010, -44.0179, 2.41266, 11.5226, 8.17534E-011, -20.8545
8, 900.00000, 247.574, -30, 250.163, -150.258, 250.618, 90.0989, 4.32292E-010, -43.6361, 3.13738, 11.5529, 8.51629E-011, -19.9831
8, 960.00000, 251.192, -30.0714, 249.901, -149.917, 249.412, 89.873, 4.40075E-010, -46.6748, 2.95352, 11.8936, 7.49989E-011, -22.8337
8, 1020.00000, 245.138, -29.8743, 250.514, -150.51, 251.404, 90.2811, 4.54562E-010, -42.2428, 2.23761, 11.2969, 8.85906E-011, 19.179
8, 1080.00000, 245.19, -29.8209, 250.332, -150.537, 251.962, 90.2669, 4.34933E-010, -43.3054, 2.50675, 11.269, 9.54926E-011, 17.7447
8, 1140.00000, 245.237, -29.8386, 250.568, -150.528, 251.901, 90.2817, 3.82183E-010, -43.2643, 2.50948, 11.2808, 8.85906E-011, -19.179
8, 1200.00000, 251.22, -30.0461, 250.178, -149.947, 249.96, 89.896, 4.00116E-010, -43.7106, 1.50791, 11.8643, 1.34162E-010, -40.6013
8, 1260.00000, 251.345, -30.0429, 250.081, -149.932, 249.917, 89.8811, 4.19379E-010, -43.9456, 2.20219, 11.8778, 8.51629E-011, 19.9831
8, 1320.00000, 251.423, -30.0641, 250.241, -149.919, 249.774, 89.8898, 4.27304E-010, -42.93, 1.68454, 11.8905, 8.76141E-011, -41.6335
8, 1380.00000, 250.955, -30.0989, 250.395, -149.939, 249.496, 89.9218, 4.43897E-010, -43.5057, 1.68568, 11.8617, 8.73115E-011, 0
8, 1440.00000, 250.52, -30.1578, 251.429, -149.972, 249.511, 90.0244, 4.2069E-010, -43.7737, 1.69244, 11.8343, 7.63976E-011, 0
8, 1500.00000, 250.527, -30.1525, 251.354, -149.971, 249.522, 90.0182, 4.37587E-010, -47.0214, 2.21338, 11.8373, 9.09495E-011, 0
8, 1560.00000, 250.569, -30.1262, 251.22, -149.981, 249.784, 90.0106, 4.01828E-010, -47.9357, 2.21206, 11.8256, 8.00355E-011, 0
8, 1620.00000, 250.501, -30.0431, 250.848, -150.034, 250.601, 89.9863, 4.27056E-010, -44.3097, 2.16314, 11.7661, 9.09495E-011, 0
8, 1680.00000, 250.394, -30.0334, 250.804, -150.047, 250.699, 89.9886, 4.34125E-010, -39.5597, 2.34428, 11.7583, 8.17534E-011, 20.8545
8, 1740.00000, 250.325, -30.035, 250.887, -150.056, 250.738, 89.9987, 4.18071E-010, -44.1186, 1.8246, 11.7494, 8.51629E-011, -19.9831
8, 1800.00000, 251.375, -29.8008, 247.286, -150.002, 251.132, 89.6648, 4.72969E-010, -41.4139, 1.61982, 11.8065, 8.51629E-011, -19.9831
8, 1860.00000, 251.424, -29.805, 247.441, -150.002, 251.183, 89.6734, 4.25768E-010, -40.4951, 1.62095, 11.8047, 1.07981E-010, -32.6192
8, 1920.00000, 251.43, -29.8042, 247.386, -150, 251.146, 89.6691, 4.49202E-010, -42.8668, 1.62053, 11.8078, 7.83645E-011, -21.8014
8, 1980.00000, 250.268, -30.0125, 250.771, -150.072, 250.913, 89.9925, 4.38829E-010, -46.8476, 1.80121, 11.733, 8.51629E-011, -19.9831
8, 2040.00000, 250.799, -29.8591, 248.4, -150.062, 251.202, 89.7862, 4.18893E-010, -41.303, 1.78402, 11.7456, 9.45874E-011, 0
8, 2100.00000, 249.925, -29.7821, 248.34, -150.183, 252.186, 89.8388, 4.04078E-010, -43.1759, 1.78361, 11.6238, 7.63976E-011, 0
8, 2160.00000, 249.817, -29.7876, 248.32, -150.186, 252.101, 89.845, 4.36046E-010, -44.493, 1.78349, 11.6206, 6.54836E-011, 0
8, 2220.00000, 249.045, -29.9408, 250.804, -150.219, 251.918, 90.073, 4.34811E-010, -46.017, 1.8014, 11.5868, 9.89637E-011, -36.0274
8, 2280.00000, 249.816, -29.9591, 250.774, -150.146, 251.656, 90.027, 4.30886E-010, -45.171, 1.80112, 11.6625, 8.51629E-011, -19.9831
8, 2340.00000, 249.827, -29.9656, 250.789, -150.141, 251.598, 90.0271, 4.34125E-010, -39.5597, 1.80125, 11.6671, 8.76141E-011, -41.6335
8, 2400.00000, 249.913, -29.8813, 249.666, -150.15, 251.843, 89.9374, 4.21036E-010, -42.3736, 1.88322, 11.6582, 9.45874E-011, 0
8, 2460.00000, 249.909, -29.9068, 249.854, -150.141, 251.651, 89.9528, 4.23731E-010, -42.0421, 1.19056, 11.6685, 1.14177E-010, -30.6507
8, 2520.00000, 250.227, -29.853, 248.98, -150.121, 251.708, 89.8685, 4.23731E-010, -42.0421, 1.09573, 11.698, 9.54926E-011, 17.7447
8, 2580.00000, 250.319, -29.8482, 248.916, -150.114, 251.725, 89.8581, 4.52749E-010, -45, 1.34305, 11.695, 7.16599E-011, -23.9625
8, 2640.00000, 250.902, -29.8488, 248.798, -150.061, 251.582, 89.8169, 4.07259E-010, -48.6215, 1.34237, 11.7631, 8.17534E-011, 20.8545
8, 2700.00000, 251.305, -29.7837, 247.775, -150.03, 251.657, 89.7149, 4.26067E-010, -47.2491, 1.33633, 11.7887, 9.89637E-011, -17.1027
8, 2760.00000, 251.487, -29.7747, 247.696, -150.019, 251.719, 89.6987, 3.9294E-010, -37.6656, 1.33644, 11.7918, 8.36735E-011, 0
8, 2820.00000, 251.582, -29.9029, 248.15, -149.935, 250.396, 89.7341, 4.49761E-010, -35.6185, 1.09327, 11.8895, 7.27596E-011, 0
