0,97.88439941
0.25,89.37272135
0.5,94.58398438
0.75,96.32104492
1,91.63090007
1.25,87.2882487
1.5,92.49947103
1.75,95.79988607
2,90.41491699
2.25,94.93135579
2.5,93.02058919
2.75,91.97831217
3,98.75292969
3.25,99.27404785
3.5,95.6262207
3.75,101.8796794
4,102.9219157
4.25,100.4899902
4.5,103.0956217
4.75,101.7059733
5,108.6542969
5.25,107.6120605
5.5,105.5275472
5.75,110.9124756
6,115.0814616
6.25,110.2176514
6.5,122.2034505
6.75,118.2081706
7,122.0297852
7.25,125.851359
7.5,134.7104899
7.75,133.1470947
8,139.2268473
8.25,136.9686686
8.5,124.1142985
8.75,123.2457275
9,122.3771566
9.25,116.4711507
9.5,111.6073405
9.75,110.7387695
10,108.6542969
10.25,100.837443
10.5,90.58866374
10.75,68.52779134
11,176.5740153
11.25,181.9589437
11.5,166.1515706
11.75,168.5834961
12,167.0201009
12.25,155.5553792
12.5,155.2079264
12.75,147.7385254
13,152.6023356
13.25,58.10530599
13.5,55.15230306
13.75,53.76261393
14,52.37296549
14.25,52.54667155
14.5,53.93631999
14.75,55.15230306
15,53.93636068
15.25,51.50439453
15.5,50.80957031
15.75,54.45743815
16,51.67814128
16.25,51.15702311
16.5,49.76737467
16.75,66.61694336
17,70.78597005
17.25,77.90799967
17.5,77.56058757
17.75,79.47139486
18,83.81408691
18.25,83.81408691
18.5,82.59810384
18.75,90.58866374
19,91.28348796
19.25,91.97835286
19.5,93.02058919
19.75,100.1425781
20,99.44775391
20.25,103.0956217
20.5,101.7059733
20.75,105.5275472
21,107.090861
21.25,102.0533854
21.5,102.7482096
21.75,106.7434896
22,100.6636963
22.25,99.27404785
22.5,94.06282552
22.75,95.10510254
23,96.14733887
23.25,96.32104492
23.5,93.54170736
23.75,94.41023763
